# VP04   2013-02-21_16-31-30
# Elapsed time of measurement: 302 s
# Visual calibration
# n,x,y,z,phi,std(phi)
0, 0.00, 0.00, 0.00, 0.00, 0.00


# Localization experiment
# mode: 0 => generic; 14/28/56 => WFS with 14/28/56 loudspeakers
# trial_number, mode, source, n, x, y, z, phi, real_phi, delta, stdev, elapsed_time
 54,  14,  1, 1,   18.07,    0.19,  -21.92,    8.92,   13.00,   -1.22,    0.46,    2.09
 30,  14,  2, 1,   17.49,    0.06,  -21.85,  -10.46,   -6.71,   -1.03,    0.25,    2.51
 79,  14,  3, 1,   17.69,    0.20,  -21.83,   -8.66,   -2.31,   -1.54,    0.14,    4.11
 81,  14,  4, 1,   17.90,    0.43,  -21.62,  -16.14,  -10.70,   -3.19,    0.19,    3.09
 17,  14,  5, 1,   17.56,    1.19,  -21.54,  -14.24,    1.20,   -2.30,    0.24,    4.42
 65,  14,  6, 1,   17.73,    0.08,  -21.90,   -4.86,    5.43,   -1.08,    0.04,    4.25
 74,  28,  7, 1,   17.76,    0.17,  -21.83,   -8.63,   -9.00,   -1.82,    0.19,    2.46
 31,  28,  8, 1,   17.59,    0.12,  -21.90,   -8.97,   -3.71,   -1.35,    0.37,    2.47
 98,  28,  9, 1,   17.86,    1.00,  -21.59,   -8.32,    1.69,   -2.15,    0.05,    2.33
 42,  28, 10, 1,   17.43,   -0.03,  -21.78,  -22.13,  -22.70,   -2.86,    0.18,    3.21
 93,  28, 11, 1,   17.80,    0.74,  -21.56,  -18.89,   -8.80,   -3.32,    0.08,    2.38
 56,  28, 12, 1,   17.63,   -0.03,  -21.92,  -12.34,   -2.57,   -1.82,    0.24,    3.05
 91,  56, 13, 1,   17.87,    0.95,  -21.67,   -5.20,   -6.00,   -1.73,    0.42,    2.79
 43,  56, 14, 1,   17.73,    0.21,  -21.89,   -9.44,   -4.71,   -2.27,    0.28,    2.09
 83,  56, 15, 1,   17.85,    0.36,  -21.69,   -9.50,   -1.31,   -2.15,    0.25,    2.75
  1,  56, 16, 1,   17.61,    0.63,  -21.60,  -10.92,   -2.70,   -1.79,    0.43,    2.07
 70,  56, 17, 1,   17.27,   -0.46,  -21.61,  -38.74,  -24.80,   -4.49,    0.18,    3.46
 55,  56, 18, 1,   17.40,   -0.21,  -21.89,  -26.42,  -13.57,   -3.07,    0.33,    2.58
 69,   0, 19, 1,   17.90,    0.19,  -21.88,   -4.38,   -5.70,   -2.14,    0.08,    2.61
 78,   0, 20, 1,   17.86,    0.21,  -21.87,   -6.96,   -5.70,   -2.23,    0.05,    2.34
 12,  14,  1, 1,   17.97,    1.23,  -21.57,   12.50,   13.00,   -0.33,    0.11,    2.77
 57,  14,  2, 1,   17.69,    0.11,  -21.91,   -8.46,   -6.71,   -1.55,    0.16,    2.50
