# VP06   2013-02-22_11-20-29
# Elapsed time of measurement: 452 s
# Visual calibration
# n,x,y,z,phi,std(phi)
0, 0.00, 0.00, 0.00, 0.00, 0.00


# Localization experiment
# mode: 0 => generic; 14/28/56 => WFS with 14/28/56 loudspeakers
# trial_number, mode, source, n, x, y, z, phi, real_phi, delta, stdev, elapsed_time
 60,  14,  1, 1,   17.95,   -5.59,  -21.31,    4.36,   12.00,    0.97,    0.17,    6.29
 37,  14,  2, 1,   17.60,   -2.74,  -20.91,   13.46,    7.00,   -2.28,    0.20,    5.38
 82,  14,  3, 1,   18.96,   -6.34,  -21.09,   -0.12,    9.00,   -0.74,    0.13,    3.09
 58,  14,  4, 1,   20.62,   -4.56,  -21.12,   -8.59,    2.00,   -1.41,    0.35,    6.53
 47,  14,  5, 1,   22.18,   -2.14,  -20.87,  -15.24,   -7.00,   -5.22,    0.27,    5.19
 77,  28,  6, 1,   14.50,   -5.57,  -20.90,   17.46,   20.00,    1.78,    0.12,    5.72
 64,  28,  7, 1,   21.23,   -5.98,  -21.29,  -15.51,  -18.00,    0.78,    0.33,    4.90
  4,  28,  8, 1,   22.41,   -2.87,  -21.66,  -14.25,  -13.00,   -2.07,    0.25,    3.45
 32,  28,  9, 1,   21.02,   -3.38,  -21.33,   -6.60,   -5.00,   -2.13,    0.20,    4.06
 48,  28, 10, 1,   17.44,   -2.45,  -20.72,   10.81,   16.00,   -3.17,    1.53,    5.37
 61,  56, 11, 1,   18.64,   -5.90,  -21.31,   -1.73,   -3.00,    2.10,    0.38,    5.68
 14,  56, 12, 1,   21.21,   -2.70,  -21.72,   -7.79,  -10.00,   -2.00,    0.19,    4.04
 66,  56, 13, 1,   16.49,   -5.61,  -21.09,    8.87,   13.00,    1.18,    0.16,    4.74
 42,  56, 14, 1,   19.74,   -2.40,  -20.95,   -1.35,    1.00,   -2.77,    1.54,    3.55
 24,  56, 15, 1,   20.52,   -3.74,  -21.58,   -5.71,   -9.00,   -0.93,    0.11,    6.17
 43,   0, 16, 1,   22.18,   -2.12,  -20.91,  -10.22,   -5.70,   -5.16,    1.79,    7.70
  1,   0, 17, 1,   22.00,   -3.04,  -21.88,  -13.15,   -5.70,   -1.59,    0.29,    2.74
 54,  14,  1, 1,   16.80,   -4.99,  -21.10,   11.88,   12.00,   -3.30,    1.25,    4.02
 16,  14,  2, 1,   20.00,   -2.61,  -21.55,   -0.65,    7.00,   -1.30,    0.26,    3.25
 49,  14,  3, 1,   18.20,   -2.63,  -20.74,    6.57,    9.00,   -3.53,    1.07,    5.61
 17,  14,  4, 1,   20.65,   -2.78,  -21.55,   -8.37,    2.00,   -0.48,    0.16,    5.77
 41,  14,  5, 1,   22.59,   -2.02,  -20.91,  -17.81,   -7.00,   -4.09,    0.82,    3.02
 81,  28,  6, 1,   15.98,   -6.10,  -20.97,   12.23,   20.00,    0.49,    0.06,    7.88
 18,  28,  7, 1,   23.12,   -2.10,  -21.54,  -21.61,  -18.00,   -1.92,    0.20,    2.51
 78,  28,  8, 1,   21.77,   -5.95,  -21.16,  -15.10,  -13.00,   -0.12,    0.15,    5.70
 72,  28,  9, 1,   19.31,   -6.05,  -21.21,   -5.24,   -5.00,    2.28,    0.20,    5.84
 55,  28, 10, 1,   18.09,   -5.48,  -21.31,    6.97,   16.00,   -3.49,    0.11,    6.89
 29,  56, 11, 1,   20.42,   -3.75,  -21.45,   -4.09,   -3.00,   -1.74,    0.33,    5.81
 68,  56, 12, 1,   19.42,   -5.13,  -21.03,   -8.02,  -10.00,    2.00,    0.40,    4.79
 13,  56, 13, 1,   18.45,   -3.42,  -21.66,    7.67,   13.00,   -1.19,    0.47,    4.78
 12,  56, 14, 1,   18.66,   -3.62,  -21.63,    6.94,    1.00,   -1.08,    0.07,    3.35
 85,  56, 15, 1,   23.20,   -5.18,  -21.12,  -16.94,   -9.00,   -3.19,    1.40,    3.89
 65,   0, 16, 1,   20.99,   -5.58,  -21.22,  -11.53,   -5.70,    1.14,    0.38,    5.91
  5,   0, 17, 1,   20.08,   -3.53,  -21.65,   -0.99,   -5.70,   -1.59,    0.23,    2.53
  3,  14,  1, 1,   17.05,   -3.63,  -21.55,   14.91,   12.00,   -0.30,    0.31,    2.81
 80,  14,  2, 1,   17.82,   -6.42,  -21.09,    4.27,    7.00,   -0.04,    0.16,    5.86
 31,  14,  3, 1,   19.63,   -3.45,  -21.27,    2.42,    9.00,   -2.29,    0.14,    5.65
 62,  14,  4, 1,   21.54,   -5.10,  -21.30,  -11.82,    2.00,    0.25,    0.65,    8.21
 74,  14,  5, 1,   23.67,   -4.71,  -20.95,  -26.45,   -7.00,    0.25,    0.38,    7.13
 45,  28,  6, 1,   16.55,   -2.22,  -20.56,   20.14,   20.00,   -2.79,    1.26,    6.28
 26,  28,  7, 1,   22.95,   -2.77,  -21.48,  -16.49,  -18.00,   -3.26,    0.12,    6.52
 21,  28,  8, 1,   22.98,   -2.31,  -21.56,  -18.26,  -13.00,   -2.50,    0.19,    4.98
 75,  28,  9, 1,   19.64,   -5.91,  -21.11,   -8.50,   -5.00,    1.95,    0.79,    3.30
 70,  28, 10, 1,   15.01,   -5.30,  -20.98,   12.81,   16.00,    1.58,    0.52,    3.85
 51,  56, 11, 1,   21.48,   -2.56,  -20.78,  -10.45,   -3.00,   -5.36,    1.44,    6.47
 19,  56, 12, 1,   22.28,   -2.19,  -21.56,  -13.60,  -10.00,   -2.74,    0.46,    5.52
 79,  56, 13, 1,   16.43,   -6.27,  -21.00,    9.54,   13.00,    0.86,    0.05,    6.27
 20,  56, 14, 1,   20.82,   -2.63,  -21.43,   -3.30,    1.00,   -2.73,    0.47,    3.65
 38,  56, 15, 1,   20.27,   -2.60,  -21.03,   -5.63,   -9.00,   -2.46,    0.63,    6.59
 83,   0, 16, 1,   20.70,   -5.98,  -21.12,  -10.07,   -5.70,   -0.15,    0.40,    3.38
 44,   0, 17, 1,   20.69,   -2.30,  -20.77,   -3.88,   -5.70,   -4.29,    0.72,    6.71
 30,  14,  1, 1,   19.58,   -3.81,  -21.36,    0.81,   12.00,   -1.58,    0.38,    5.42
  2,  14,  2, 1,   18.23,   -3.63,  -21.74,    6.96,    7.00,   -0.28,    0.36,    3.07
 40,  14,  3, 1,   18.24,   -2.71,  -20.88,    8.67,    9.00,   -2.31,    0.22,    2.64
 34,  14,  4, 1,   19.69,   -3.35,  -21.19,   -3.64,    2.00,   -1.59,    2.84,   10.66
 50,  14,  5, 1,   22.04,   -2.23,  -20.74,  -12.10,   -7.00,   -6.10,    0.54,    5.41
 71,  28,  6, 1,   16.43,   -5.83,  -21.13,   13.23,   20.00,    1.22,    0.42,    7.32
 11,  28,  7, 1,   23.10,   -2.46,  -21.82,  -17.48,  -18.00,   -1.38,    0.43,    3.18
 63,  28,  8, 1,   19.23,   -5.88,  -21.27,   -2.74,  -13.00,    0.63,    0.29,    5.93
 15,  28,  9, 1,   21.84,   -2.53,  -21.64,  -12.58,   -5.00,   -1.77,    0.30,    4.16
 76,  28, 10, 1,   17.35,   -6.05,  -21.01,    3.07,   16.00,    2.14,    0.15,    4.97
 57,  56, 11, 1,   18.60,   -5.37,  -21.20,    0.79,   -3.00,   -1.17,    1.08,    6.42
 23,  56, 12, 1,   21.50,   -3.31,  -21.55,   -8.94,  -10.00,   -2.17,    0.33,    5.78
 33,  56, 13, 1,   17.71,   -3.92,  -21.25,   11.79,   13.00,   -1.97,    0.46,    4.11
 10,  56, 14, 1,   20.08,   -2.93,  -21.65,   -0.18,    1.00,   -2.72,    0.24,    6.49
 67,  56, 15, 1,   20.65,   -5.21,  -21.11,  -10.64,   -9.00,    0.32,    0.42,    5.73
 39,   0, 16, 1,   21.00,   -2.34,  -20.96,   -7.57,   -5.70,   -3.01,    0.30,    7.21
 52,   0, 17, 1,   19.54,   -2.97,  -20.72,   -2.51,   -5.70,   -3.27,    0.27,    7.52
 84,  14,  1, 1,   17.09,   -5.92,  -20.99,    6.25,   12.00,    0.52,    0.12,    3.36
 28,  14,  2, 1,   19.89,   -3.74,  -21.43,   -1.23,    7.00,   -1.51,    0.13,    9.22
  7,  14,  3, 1,   17.63,   -3.26,  -21.52,   10.53,    9.00,   -0.80,    0.13,    4.25
 46,  14,  4, 1,   20.80,   -2.52,  -20.86,   -9.71,    2.00,   -3.16,    2.14,    6.61
 53,  14,  5, 1,   23.52,   -3.99,  -21.27,  -20.25,   -7.00,   -5.64,    1.62,   12.35
 35,  28,  6, 1,   16.57,   -2.84,  -20.90,   17.86,   20.00,   -1.54,    0.18,    3.48
 25,  28,  7, 1,   22.62,   -3.18,  -21.55,  -16.65,  -18.00,   -1.96,    0.16,    5.00
  6,  28,  8, 1,   24.00,   -2.21,  -21.71,  -22.60,  -13.00,   -3.81,    0.15,    2.51
  8,  28,  9, 1,   21.01,   -3.25,  -21.74,   -7.20,   -5.00,   -1.95,    0.22,    3.58
 59,  28, 10, 1,   15.45,   -4.80,  -21.07,   15.65,   16.00,    0.76,    0.37,    5.47
 22,  56, 11, 1,   20.84,   -3.29,  -21.55,   -5.79,   -3.00,   -2.03,    0.33,    5.62
 27,  56, 12, 1,   23.09,   -2.72,  -21.49,  -15.87,  -10.00,   -4.01,    0.48,    6.14
  9,  56, 13, 1,   17.93,   -3.17,  -21.57,   11.15,   13.00,   -1.54,    0.26,    4.99
 73,  56, 14, 1,   18.43,   -6.01,  -21.12,   -2.93,    1.00,    3.26,    3.20,    5.06
 69,  56, 15, 1,   22.60,   -4.65,  -20.99,  -22.22,   -9.00,   -0.74,    0.78,    4.65
 56,   0, 16, 1,   20.85,   -5.52,  -21.38,   -2.56,   -5.70,   -5.36,    0.13,    5.18
 36,   0, 17, 1,   20.26,   -2.86,  -21.06,   -3.24,   -5.70,   -2.83,    0.35,    5.68
