# VP12   2013-03-01_11-38-58
# Elapsed time of measurement: 421 s
# Visual calibration
# n,x,y,z,phi,std(phi)
0, 0.00, 0.00, 0.00, 0.00, 0.00


# Localization experiment
# mode: 0 => generic; 14/28/56 => WFS with 14/28/56 loudspeakers
# trial_number, mode, source, n, x, y, z, phi, real_phi, delta, stdev, elapsed_time
 41,  14,  1, 1,   17.36,    7.43,  -22.57,   14.87,   12.00,    2.04,    0.02,    2.97
 49,  14,  2, 1,   17.48,    8.33,  -22.33,    8.51,    4.60,    0.63,    0.19,    1.87
 68,  14,  3, 1,   17.39,    8.36,  -22.18,   12.62,    2.25,    1.49,    0.09,    2.21
 35,  14,  4, 1,   17.36,    7.87,  -22.55,   -4.39,   -5.99,    0.66,    0.17,    1.90
  7,  14,  5, 1,   19.75,   -3.53,  -20.93,   -9.21,  -15.10,   -2.44,    0.63,    4.04
 79,  28,  6, 1,   17.65,    8.01,  -22.19,   23.51,   20.00,    0.81,    0.10,    3.17
 13,  28,  7, 1,   17.36,    7.83,  -22.68,   -3.08,  -11.40,    1.07,    0.14,    2.09
 28,  28,  8, 1,   17.38,    7.91,  -22.56,  -18.46,  -18.75,   -1.23,    0.08,    2.81
 42,  28,  9, 1,   17.34,    8.01,  -22.52,  -12.07,  -12.99,    0.26,    0.09,    3.12
 69,  28, 10, 1,   17.36,    8.40,  -22.14,    9.38,    6.90,    1.22,    0.14,    2.85
 11,  56, 11, 1,   17.23,    7.48,  -22.79,   -6.24,   -3.00,    2.27,    0.19,    2.01
 73,  56, 12, 1,   17.16,    8.40,  -22.24,   -4.01,   -4.40,    1.17,    0.08,    2.67
 67,  56, 13, 1,   17.40,    8.38,  -22.17,   13.17,    8.25,    1.52,    0.17,    2.26
 77,  56, 14, 1,   17.23,    8.39,  -22.19,   -5.35,   -7.99,    0.55,    0.09,    2.91
 16,  56, 15, 1,   17.28,    8.02,  -22.63,  -20.16,  -20.10,   -0.66,    0.31,    1.89
 32,   0, 16, 1,   17.34,    7.86,  -22.55,   -4.68,   -5.70,    0.85,    0.09,    2.09
 15,   0, 17, 1,   17.36,    7.83,  -22.68,   -6.63,   -5.70,    0.68,    0.26,    2.04
