# VP01   2013-02-21_11-31-40
# Elapsed time of measurement: 163 s
# Visual calibration
# n,x,y,z,phi,std(phi)
0, 0.00, 0.00, 0.00, 0.00, 0.00


# Localization experiment
# mode: 0 => generic; 14/28/56 => WFS with 14/28/56 loudspeakers
# trial_number, mode, source, n, x, y, z, phi, real_phi, delta, stdev, elapsed_time
  2,  14,  1, 1,   16.23,   -0.18,  -22.33,   12.23,   12.00,    2.07,    0.18,    1.80
 50,  14,  2, 1,   16.31,    0.47,  -22.05,   11.50,  -14.31,    2.40,    0.57,    1.49
 25,  14,  3, 1,   15.96,    0.19,  -22.09,   -2.13,  -25.80,    0.58,    0.17,    2.16
  8,  14,  4, 1,   16.09,    0.27,  -22.13,    2.23,  -40.96,    0.90,    0.26,    2.06
 40,  14,  5, 1,   15.85,   -0.12,  -21.97,  -21.95,  -52.66,   -3.66,    0.32,    1.76
 35,  28,  6, 1,   16.23,    0.35,  -22.20,   15.75,   20.00,    3.80,    0.12,    1.50
 77,  28,  7, 1,   15.59,    0.30,  -21.74,  -26.10,  -33.31,   -4.91,    0.27,    2.14
 62,  28,  8, 1,   15.93,    0.72,  -21.80,   -6.93,  -34.80,   -0.67,    0.26,    1.83
 23,  28,  9, 1,   15.81,   -0.08,  -21.98,  -21.07,  -35.96,   -3.55,    0.08,    1.82
 75,  28, 10, 1,   15.78,    0.53,  -21.97,    0.03,  -12.66,    2.19,    0.13,    2.04
 73,  56, 11, 1,   15.95,    0.57,  -21.93,   -3.60,   -3.00,   -0.13,    0.15,    1.87
 68,  56, 12, 1,   15.79,    0.52,  -21.86,  -10.30,  -13.31,   -0.89,    0.07,    2.89
 15,  56, 13, 1,   15.80,    0.47,  -21.99,    2.20,    2.20,    2.10,    0.10,    2.99
 76,  56, 14, 1,   15.70,    0.23,  -21.86,  -17.42,  -14.96,   -2.47,    0.16,    2.38
 61,  56, 15, 1,   15.83,    0.47,  -21.84,  -16.64,  -21.66,   -2.91,    0.16,    1.86
 28,   0, 16, 1,   15.79,    0.13,  -22.02,   -7.91,   -5.70,   -0.08,    0.95,    1.13
 57,   0, 17, 1,   15.96,    0.45,  -21.96,   -7.33,   -5.70,   -0.69,    0.04,    1.14
 31,  14,  1, 1,   16.02,   -0.10,  -22.20,    5.63,   12.00,    2.24,    0.08,    2.21
 17,  14,  2, 1,   15.87,    0.26,  -22.09,    4.63,  -14.31,    2.50,    0.28,    1.62
 48,  14,  3, 1,   15.92,    0.41,  -22.05,    3.79,  -25.80,    2.25,    0.23,    1.95
 60,  14,  4, 1,   15.87,    0.59,  -21.91,   -3.15,  -40.96,    0.93,    0.24,    1.87
 27,  14,  5, 1,   15.64,   -0.06,  -21.92,  -24.00,  -52.66,   -3.24,    0.24,    2.14
 18,  28,  6, 1,   16.06,    0.39,  -22.13,   16.83,   20.00,    4.34,    0.25,    1.56
 74,  28,  7, 1,   15.66,    0.39,  -21.79,  -20.80,  -33.31,   -3.75,    0.08,    2.23
  9,  28,  8, 1,   15.94,   -0.08,  -22.06,  -15.51,  -34.80,   -2.75,    0.23,    2.94
 59,  28,  9, 1,   15.72,    0.29,  -21.85,  -17.71,  -35.96,   -2.57,    0.06,    1.86
 71,  28, 10, 1,   15.92,    0.78,  -21.89,    0.59,  -12.66,    1.37,    0.35,    2.07
 16,  56, 11, 1,   15.79,    0.34,  -22.00,   -7.38,   -3.00,   -0.19,    0.11,    1.91
 69,  56, 12, 1,   15.77,    0.59,  -21.83,  -10.18,  -13.31,   -0.83,    0.08,    2.06
 42,  56, 13, 1,   15.85,    0.14,  -22.09,   -0.16,    2.20,    1.87,    0.19,    1.74
 51,  56, 14, 1,   15.97,    0.20,  -21.97,  -14.97,  -14.96,   -2.59,    0.10,    1.62
 72,  56, 15, 1,   15.75,    0.38,  -21.83,  -17.62,  -21.66,   -2.89,    0.16,    2.29
 47,   0, 16, 1,   15.79,    0.22,  -22.02,   -5.07,   -5.70,    0.81,    0.23,    1.44
 30,   0, 17, 1,   15.81,   -0.38,  -22.17,   -6.46,   -5.70,    0.64,    0.07,    2.35
 32,  14,  1, 1,   15.98,    0.04,  -22.20,    7.37,   12.00,    2.99,    0.11,    1.83
  5,  14,  2, 1,   15.99,    0.48,  -22.05,    4.82,  -14.31,    1.80,    0.28,    2.32
 21,  14,  3, 1,   16.04,    0.21,  -22.16,    3.79,  -25.80,    1.60,    0.37,    1.85
 12,  14,  4, 1,   15.64,    0.12,  -22.08,    1.06,  -40.96,    2.58,    0.14,    1.50
 44,  14,  5, 1,   15.70,    0.02,  -21.86,  -27.94,  -52.66,   -5.25,    0.19,    2.03
 85,  28,  6, 1,   16.25,    0.19,  -22.16,   18.34,   20.00,    4.50,    0.39,    1.74
 65,  28,  7, 1,   15.68,    0.45,  -21.77,  -20.30,  -33.31,   -3.38,    0.09,    1.90
 83,  28,  8, 1,   15.50,   -0.17,  -21.90,  -16.11,  -34.80,   -1.12,    0.12,    1.30
 19,  28,  9, 1,   15.80,   -0.05,  -21.98,  -18.71,  -35.96,   -2.62,    0.20,    1.91
 84,  28, 10, 1,   16.12,    0.25,  -22.10,    8.13,  -12.66,    2.56,    0.14,    1.94
