# VP02   2013-02-21_10-34-36
# Elapsed time of measurement: 354 s
# Visual calibration
# n,x,y,z,phi,std(phi)
0, 0.00, 0.00, 0.00, 0.00, 0.00


# Localization experiment
# mode: 0 => generic; 14/28/56 => WFS with 14/28/56 loudspeakers
# trial_number, mode, source, n, x, y, z, phi, real_phi, delta, stdev, elapsed_time
 46,  14,  1, 1,   17.97,    3.00,  -25.01,   14.90,   13.00,    1.20,    0.30,   10.12
 23,  14,  2, 1,   16.88,    3.13,  -24.91,  -14.38,   -6.71,   -1.10,    0.19,    2.97
 54,  14,  3, 1,   17.18,    2.50,  -24.97,  -12.68,   -2.31,   -1.01,    0.16,    2.37
 61,  14,  4, 1,   16.94,    1.96,  -24.86,  -23.47,  -10.70,   -2.67,    0.06,    2.33
 62,  14,  5, 1,   17.41,    2.25,  -25.11,  -11.86,    1.20,   -1.49,    0.22,    4.03
 17,  14,  6, 1,   16.97,    3.23,  -24.84,  -11.63,    5.43,   -0.93,    0.25,    3.61
 39,  28,  7, 1,   17.34,    3.22,  -24.99,   -5.32,   -9.00,    0.33,    0.25,    4.16
 65,  28,  8, 1,   17.33,    2.16,  -25.08,   -9.61,   -3.71,    0.09,    0.60,    3.56
 29,  28,  9, 1,   17.28,    3.36,  -24.90,   -7.81,    1.69,   -0.81,    0.26,    2.84
 98,  28, 10, 1,   16.77,    1.09,  -24.72,  -31.26,  -22.70,   -3.54,    0.33,    4.05
 12,  28, 11, 1,   16.45,    2.84,  -24.78,  -29.06,   -8.80,   -3.60,    0.27,    3.71
  5,  28, 12, 1,   16.35,    3.38,  -24.80,  -21.78,   -2.57,   -1.83,    0.11,    5.21
 93,  56, 13, 1,   17.52,    1.65,  -25.05,  -11.57,   -6.00,   -1.04,    0.13,    3.21
 37,  56, 14, 1,   17.31,    3.03,  -24.90,   -9.27,   -4.71,   -1.00,    0.35,    1.58
 92,  56, 15, 1,   17.61,    1.63,  -25.00,  -10.39,   -1.31,   -0.99,    0.31,    4.04
 42,  56, 16, 1,   17.23,    3.15,  -24.80,  -12.99,   -2.70,   -1.76,    0.29,    2.71
 91,  56, 17, 1,   16.94,    0.93,  -24.71,  -39.90,  -24.80,   -6.54,    0.24,    5.58
 71,  56, 18, 1,   16.77,    1.38,  -24.77,  -32.36,  -13.57,   -4.15,    0.14,    3.28
 76,   0, 19, 1,   17.44,    1.90,  -25.03,   -9.66,   -5.70,   -0.36,    0.12,    7.16
 19,   0, 20, 1,   17.19,    3.41,  -24.91,   -9.06,   -5.70,   -1.40,    0.09,    4.44
 55,  14,  1, 1,   18.32,    2.55,  -25.05,   12.46,   13.00,    0.35,    0.39,    3.94
 87,  14,  2, 1,   17.37,    1.73,  -24.99,  -14.21,   -6.71,   -0.60,    0.35,    2.66
 30,  14,  3, 1,   17.10,    3.19,  -24.86,  -12.66,   -2.31,   -1.37,    0.15,    3.20
 56,  14,  4, 1,   17.08,    2.19,  -24.87,  -19.32,  -10.70,   -2.31,    0.19,    3.79
 36,  14,  5, 1,   17.34,    3.00,  -24.93,  -10.19,    1.20,   -1.08,    0.14,    6.31
 89,  14,  6, 1,   17.86,    2.13,  -24.97,   -2.75,    5.43,    0.06,    0.25,    3.92
 75,  28,  7, 1,   17.56,    2.13,  -24.90,  -10.13,   -9.00,   -1.35,    0.11,    4.09
