# VP03   2013-02-26_13-55-36
# Elapsed time of measurement: 319 s
# Visual calibration
# n,x,y,z,phi,std(phi)
0, 0.00, 0.00, 0.00, 0.00, 0.00


# Localization experiment
# mode: 0 => generic; 14/28/56 => WFS with 14/28/56 loudspeakers
# trial_number, mode, source, n, x, y, z, phi, real_phi, delta, stdev, elapsed_time
 44,  14,  1, 1,   19.19,   -2.70,  -19.14,   11.86,   13.00,    0.38,    0.23,    3.84
 77,  14,  2, 1,   19.17,   -2.47,  -18.86,   -7.61,   -6.71,   -2.80,    0.16,    3.61
 63,  14,  3, 1,   19.11,   -2.44,  -18.88,   -6.21,   -2.31,   -1.65,    0.28,    3.81
 16,  14,  4, 1,   19.15,   -2.96,  -18.77,  -18.27,  -10.70,   -3.78,    0.21,    3.84
 58,  14,  5, 1,   19.28,   -2.38,  -18.89,   -6.82,    1.20,   -3.33,    0.26,    2.96
 38,  14,  6, 1,   19.19,   -2.69,  -18.98,   -4.78,    5.43,   -2.14,    0.31,    4.56
 43,  28,  7, 1,   19.11,   -3.03,  -18.92,   -8.33,   -9.00,   -2.08,    0.51,    3.70
 98,  28,  8, 1,   19.25,   -2.61,  -18.86,   -5.25,   -3.71,   -2.72,    0.65,    3.64
  9,  28,  9, 1,   19.13,   -2.82,  -18.89,   -4.96,    1.69,   -1.50,    0.18,    3.76
 67,  28, 10, 1,   18.98,   -2.86,  -18.66,  -30.19,  -22.70,   -4.67,    0.40,    3.53
 52,  28, 11, 1,   19.10,   -2.75,  -18.83,  -18.71,   -8.80,   -3.88,    0.22,    3.47
 83,  28, 12, 1,   19.04,   -2.75,  -18.82,  -15.98,   -2.57,   -3.18,    0.21,    3.88
100,  56, 13, 1,   19.25,   -2.56,  -18.98,   -3.45,   -6.00,   -2.06,    0.30,    2.85
 55,  56, 14, 1,   19.43,   -2.23,  -18.91,   -5.34,   -4.71,   -3.95,    0.19,    2.76
 94,  56, 15, 1,   19.09,   -2.61,  -18.88,   -9.55,   -1.31,   -2.08,    0.23,    1.69
 37,  56, 16, 1,   19.05,   -2.85,  -18.98,  -10.47,   -2.70,   -2.02,    0.29,    2.98
 97,  56, 17, 1,   18.77,   -3.02,  -18.56,  -35.62,  -24.80,   -4.05,    0.16,    3.52
 48,  56, 18, 1,   19.02,   -3.01,  -18.72,  -28.58,  -13.57,   -4.63,    0.15,    3.01
 59,   0, 19, 1,   19.29,   -2.26,  -18.92,   -2.64,   -5.70,   -2.45,    0.08,    3.56
 28,   0, 20, 1,   19.18,   -2.69,  -18.97,   -4.37,   -5.70,   -1.96,    0.08,    2.71
  4,  14,  1, 1,   19.34,   -2.78,  -19.06,   14.56,   13.00,   -0.19,    0.06,    3.37
 72,  14,  2, 1,   19.15,   -2.47,  -18.87,   -8.51,   -6.71,   -2.49,    0.27,    3.62
 90,  14,  3, 1,   19.15,   -2.44,  -18.93,   -6.55,   -2.31,   -1.78,    0.24,    2.78
 95,  14,  4, 1,   18.91,   -2.75,  -18.82,  -18.66,  -10.70,   -2.32,    0.34,    3.44
 60,  14,  5, 1,   19.07,   -2.47,  -18.82,  -11.14,    1.20,   -2.65,    0.26,    3.94
 70,  14,  6, 1,   19.29,   -2.60,  -18.94,   -2.58,    5.43,   -2.22,    0.12,    3.53
 49,  28,  7, 1,   19.27,   -2.65,  -18.89,   -7.43,   -9.00,   -3.26,    0.14,    3.06
 11,  28,  8, 1,   19.05,   -2.80,  -18.85,   -7.88,   -3.71,   -1.38,    0.29,    3.69
 31,  28,  9, 1,   19.19,   -2.68,  -19.00,   -3.68,    1.69,   -1.84,    0.23,    2.04
 32,  28, 10, 1,   19.07,   -3.09,  -18.79,  -27.94,  -22.70,   -4.46,    0.16,    3.10
 47,  28, 11, 1,   18.99,   -2.86,  -18.79,  -23.01,   -8.80,   -3.55,    0.24,    2.98
  2,  28, 12, 1,   19.13,   -3.33,  -18.88,  -14.91,   -2.57,   -2.34,    0.22,    3.06
 26,  56, 13, 1,   19.15,   -2.64,  -19.03,   -3.60,   -6.00,   -1.43,    0.22,    2.75
 13,  56, 14, 1,   18.98,   -2.82,  -18.88,   -7.63,   -4.71,   -1.07,    0.03,    4.23
 66,  56, 15, 1,   19.14,   -2.50,  -18.89,   -6.97,   -1.31,   -2.13,    0.14,    1.49
 69,  56, 16, 1,   19.14,   -2.54,  -18.90,   -9.53,   -2.70,   -2.66,    0.44,    3.61
 54,  56, 17, 1,   19.10,   -2.76,  -18.66,  -35.27,  -24.80,   -6.66,    0.29,    2.92
 79,  56, 18, 1,   18.95,   -2.94,  -18.78,  -25.27,  -13.57,   -3.77,    0.40,    1.61
 12,   0, 19, 1,   19.11,   -2.72,  -18.93,   -2.41,   -5.70,   -0.92,    0.05,    3.49
 80,   0, 20, 1,   19.26,   -2.52,  -18.92,   -3.78,   -5.70,   -2.52,    0.07,    3.61
 87,  14,  1, 1,   19.51,   -2.28,  -19.02,   13.69,   13.00,   -1.12,    0.29,    3.93
 57,  14,  2, 1,   19.29,   -2.53,  -18.94,   -9.64,   -6.71,   -3.73,    0.21,    1.71
 56,  14,  3, 1,   19.30,   -2.54,  -18.89,   -9.61,   -2.31,   -3.85,    0.19,    3.75
 42,  14,  4, 1,   19.00,   -3.13,  -18.85,  -18.34,  -10.70,   -2.44,    0.12,    4.26
  5,  14,  5, 1,   19.19,   -2.86,  -18.95,   -4.95,    1.20,   -1.57,    0.36,    3.67
 46,  14,  6, 1,   19.03,   -2.77,  -18.87,  -15.03,    5.43,   -2.62,    0.20,    3.56
 45,  28,  7, 1,   19.07,   -2.78,  -18.96,   -7.25,   -9.00,   -1.65,    0.11,    3.26
 86,  28,  8, 1,   19.12,   -2.37,  -18.86,   -7.20,   -3.71,   -2.22,    0.14,    3.79
 74,  28,  9, 1,   19.25,   -2.31,  -18.96,   -1.64,    1.69,   -1.90,    0.25,    2.68
 18,  28, 10, 1,   19.15,   -3.13,  -18.74,  -30.64,  -22.70,   -5.55,    0.19,    1.53
 61,  28, 11, 1,   18.93,   -2.86,  -18.68,  -22.18,   -8.80,   -3.26,    0.25,    3.59
 25,  28, 12, 1,   19.11,   -2.80,  -18.86,  -13.77,   -2.57,   -2.74,    0.36,    3.06
 34,  56, 13, 1,   19.19,   -2.81,  -19.10,   -1.82,   -6.00,   -1.76,    0.31,    2.63
