# VP09   2013-02-27_12-49-09
# Elapsed time of measurement: 180 s
# Visual calibration
# n,x,y,z,phi,std(phi)
0, 0.00, 0.00, 0.00, 0.00, 0.00


# Localization experiment
# mode: 0 => generic; 14/28/56 => WFS with 14/28/56 loudspeakers
# trial_number, mode, source, n, x, y, z, phi, real_phi, delta, stdev, elapsed_time
 28,  14,  1, 1,   18.85,   -4.89,  -20.20,   14.37,   19.00,    1.43,    0.22,    1.60
 11,  14,  2, 1,   18.59,   -4.97,  -20.07,    9.56,   15.00,    0.73,    0.67,    1.53
 15,  14,  3, 1,   17.69,   -5.68,  -19.74,  -13.76,    1.00,   -0.91,    0.17,    1.49
 42,  14,  4, 1,   18.35,   -5.32,  -19.93,   -1.45,   -7.00,    0.12,    0.29,    3.36
  4,  14,  5, 1,   17.52,   -5.98,  -19.63,  -22.34,   -9.00,   -1.77,    0.47,    1.65
  1,  28,  6, 1,   18.13,   -5.23,  -19.96,   -1.02,    0.00,    0.67,    0.26,    3.29
 73,  28,  7, 1,   18.15,   -5.88,  -19.98,   -2.97,    5.00,    0.60,    0.15,    1.78
 69,  28,  8, 1,   18.15,   -5.64,  -20.03,   -0.53,    5.00,    1.11,    0.57,    1.82
 82,  28,  9, 1,   17.90,   -5.92,  -19.80,  -10.47,   -9.00,   -0.77,    0.39,    1.68
 40,  28, 10, 1,   18.29,   -5.39,  -19.91,   -2.62,   -8.00,   -0.22,    0.26,    1.45
 26,  56, 11, 1,   17.86,   -5.69,  -19.91,  -10.30,  -11.00,   -0.66,    0.45,    2.83
 55,  56, 12, 1,   17.60,   -5.85,  -19.62,  -18.14,  -20.00,   -0.98,    0.15,    1.34
  2,  56, 13, 1,   17.61,   -5.70,  -19.67,  -17.90,  -16.00,   -1.29,    0.29,    1.83
 21,  56, 14, 1,   18.62,   -5.17,  -20.18,    9.47,   16.00,    0.62,    0.57,    1.49
 22,  56, 15, 1,   18.32,   -5.25,  -20.02,    1.72,    5.00,    0.42,    0.13,    1.35
 60,   0, 16, 1,   17.95,   -5.61,  -19.87,   -7.93,   -5.70,    0.05,    0.15,    3.88
  5,   0, 17, 1,   18.03,   -5.68,  -19.94,   -7.43,   -5.70,   -0.23,    0.35,    1.59
 49,  14,  1, 1,   18.62,   -4.30,  -20.12,   11.31,   19.00,    1.13,    0.40,    2.12
  8,  14,  2, 1,   18.46,   -5.41,  -20.19,   11.25,   15.00,    2.37,    0.13,    1.52
 52,  14,  3, 1,   17.43,   -6.14,  -19.69,  -18.33,    1.00,    0.29,    0.18,    1.67
 76,  14,  4, 1,   18.18,   -5.60,  -19.91,   -0.85,   -7.00,    1.02,    0.22,    1.36
 58,  14,  5, 1,   17.49,   -6.05,  -19.58,  -21.19,   -9.00,   -1.08,    0.06,    1.64
 34,  28,  6, 1,   18.36,   -5.27,  -19.93,   -1.28,    0.00,   -0.10,    0.16,    1.75
 45,  28,  7, 1,   18.47,   -5.55,  -19.99,   -0.44,    5.00,   -0.30,    0.10,    1.64
 57,  28,  8, 1,   18.13,   -5.17,  -19.85,   -2.79,    5.00,    0.52,    0.08,    1.44
 51,  28,  9, 1,   18.03,   -5.41,  -19.94,   -1.35,   -9.00,    0.98,    0.22,    5.74
 41,  28, 10, 1,   18.26,   -5.21,  -19.88,   -0.95,   -8.00,    0.60,    0.32,    1.12
 64,  56, 11, 1,   17.86,   -5.85,  -19.84,  -10.60,  -11.00,   -0.02,    0.29,    3.18
 81,  56, 12, 1,   17.19,   -6.33,  -19.55,  -23.02,  -20.00,   -0.55,    0.22,    2.82
  6,  56, 13, 1,   17.66,   -6.14,  -19.77,  -16.77,  -16.00,   -0.64,    0.35,    1.41
 77,  56, 14, 1,   18.66,   -5.20,  -20.06,    9.36,   16.00,    1.38,    0.34,    1.48
 65,  56, 15, 1,   17.75,   -2.17,  -21.04,    7.36,    5.00,    3.58,    0.49,    2.94
 18,   0, 16, 1,   17.96,   -5.50,  -19.82,   -8.83,   -5.70,   -0.88,    0.21,    1.96
 78,   0, 17, 1,   18.18,   -5.67,  -19.87,   -3.36,   -5.70,    0.33,    0.10,    1.38
 56,  14,  1, 1,   18.46,   -5.08,  -20.08,    8.13,   19.00,    2.10,    0.71,    1.54
 79,  14,  2, 1,   18.35,   -5.34,  -19.97,    3.67,   15.00,    0.73,    0.20,    3.49
 38,  14,  3, 1,   18.13,   -5.21,  -19.80,   -4.45,    1.00,    0.13,    0.18,    1.89
 59,  14,  4, 1,   18.10,   -5.59,  -19.94,   -4.27,   -7.00,    0.41,    0.19,    1.38
 37,  14,  5, 1,   17.81,   -5.66,  -19.62,  -18.06,   -9.00,   -2.12,    0.14,    2.44
 14,  28,  6, 1,   18.10,   -5.38,  -19.96,   -2.27,    0.00,    0.27,    0.25,    1.29
 27,  28,  7, 1,   18.47,   -5.02,  -19.99,    3.42,    5.00,    0.41,    0.14,    1.68
 16,  28,  8, 1,   18.15,   -5.27,  -19.93,   -0.88,    5.00,    0.33,    0.47,    1.49
 84,  28,  9, 1,   18.12,   -5.79,  -19.90,   -3.98,   -9.00,    0.21,    0.07,    1.43
 17,  28, 10, 1,   18.33,   -5.21,  -20.02,    2.62,   -8.00,    0.33,    0.07,    2.21
  3,  56, 11, 1,   17.81,   -5.56,  -19.77,  -13.42,  -11.00,   -1.07,    0.43,    1.28
