# VP12   2013-02-28_12-28-55
# Elapsed time of measurement: 522 s
# Visual calibration
# n,x,y,z,phi,std(phi)
0, 0.00, 0.00, 0.00, 0.00, 0.00


# Localization experiment
# mode: 0 => generic; 14/28/56 => WFS with 14/28/56 loudspeakers
# trial_number, mode, source, n, x, y, z, phi, real_phi, delta, stdev, elapsed_time
 59,  14,  1, 1,   16.92,    5.55,  -23.11,   13.34,   13.00,   -0.12,    0.15,    6.27
 66,  14,  2, 1,   16.77,    5.53,  -23.06,  -12.05,   -1.00,   -2.94,    0.09,    6.12
 11,  14,  3, 1,   16.89,    5.04,  -23.28,  -12.78,    8.00,   -3.19,    0.09,    8.08
 32,  14,  4, 1,   16.69,    5.16,  -23.10,  -21.28,    7.00,   -3.68,    0.32,    6.80
 55,  14,  5, 1,   16.99,    5.66,  -23.03,  -12.27,   22.00,   -3.66,    0.65,    4.50
  2,  14,  6, 1,   16.93,    4.70,  -23.44,   -8.43,   30.00,   -1.93,    0.15,    3.99
 95,  28,  7, 1,   16.90,    5.56,  -23.00,  -11.16,   -9.00,   -2.94,    0.27,    5.71
  8,  28,  8, 1,   16.95,    4.95,  -23.27,   -9.02,    2.00,   -2.81,    0.29,    4.99
 29,  28,  9, 1,   16.78,    5.18,  -23.22,   -8.26,   12.00,   -1.57,    0.05,    4.33
 17,  28, 10, 1,   16.98,    5.21,  -23.14,  -34.27,   -5.00,   -8.05,    0.20,    4.11
 80,  28, 11, 1,   16.87,    5.68,  -22.93,  -21.38,   12.00,   -5.38,    0.19,    4.10
 23,  28, 12, 1,   16.77,    5.36,  -23.19,  -18.38,   24.00,   -3.60,    0.08,    3.31
 99,  56, 13, 1,   16.93,    5.71,  -22.93,   -8.43,   -6.00,   -2.82,    0.17,    2.14
 12,  56, 14, 1,   16.93,    4.93,  -23.27,  -11.41,    1.00,   -2.90,    0.24,    4.69
  3,  56, 15, 1,   16.97,    4.83,  -23.34,  -19.87,    9.00,   -4.61,    0.08,    3.45
