# VP13   2013-02-22_09-27-48
# Elapsed time of measurement: 335 s
# Visual calibration
# n,x,y,z,phi,std(phi)
0, 0.00, 0.00, 0.00, 0.00, 0.00


# Localization experiment
# mode: 0 => generic; 14/28/56 => WFS with 14/28/56 loudspeakers
# trial_number, mode, source, n, x, y, z, phi, real_phi, delta, stdev, elapsed_time
 90,  14,  1, 1,   18.64,   -2.73,  -22.13,    8.95,   13.00,   -1.29,    0.09,    9.24
 23,  14,  2, 1,   17.85,   -2.11,  -21.94,  -10.72,  -12.71,   -0.54,    0.11,    2.58
 28,  14,  3, 1,   18.30,   -2.33,  -22.06,   -5.64,   -7.31,   -1.22,    0.13,    2.83
 97,  14,  4, 1,   18.14,   -2.99,  -22.02,  -23.79,  -16.70,   -2.77,    0.15,    2.91
 83,  14,  5, 1,   17.59,   -2.50,  -22.04,  -17.41,   -5.80,   -1.46,    0.16,    2.86
 91,  14,  6, 1,   17.98,   -2.92,  -22.11,  -11.77,   -6.57,   -0.30,    0.18,    3.63
 46,  28,  7, 1,   18.02,   -2.45,  -21.99,  -13.98,   -9.00,   -1.12,    0.11,    2.94
 21,  28,  8, 1,   17.87,   -2.13,  -21.94,   -8.05,   -4.71,   -0.38,    0.15,    5.68
 61,  28,  9, 1,   17.93,   -2.19,  -21.91,  -14.30,   -1.31,   -0.96,    0.32,    3.44
 47,  28, 10, 1,   17.93,   -2.39,  -21.89,  -29.35,  -27.70,   -3.58,    0.10,    3.22
 54,  28, 11, 1,   17.90,   -1.46,  -22.25,  -17.53,  -16.80,   -0.69,    0.03,    3.28
 12,  28, 12, 1,   17.95,   -2.00,  -21.96,  -12.85,  -12.57,   -1.60,    0.12,    2.71
 35,  56, 13, 1,   18.13,   -2.35,  -22.02,  -10.50,   -6.00,   -1.14,    0.16,    2.92
 32,  56, 14, 1,   18.19,   -2.48,  -22.03,  -13.61,   -6.71,   -1.80,    0.16,    2.51
 78,  56, 15, 1,   18.32,   -2.07,  -21.97,   -6.37,   -4.31,   -1.49,    0.10,    2.84
 93,  56, 16, 1,   18.08,   -2.85,  -22.07,  -12.02,   -6.70,   -0.89,    0.15,    2.96
  8,  56, 17, 1,   17.55,   -2.22,  -21.83,  -29.54,  -30.80,   -2.68,    0.03,    3.25
 37,  56, 18, 1,   17.84,   -2.79,  -22.01,  -26.03,  -22.57,   -1.70,    0.12,    3.92
 68,   0, 19, 1,   17.89,   -1.97,  -21.89,  -11.95,   -5.70,   -0.81,    0.07,    3.37
 71,   0, 20, 1,   18.11,   -1.83,  -21.89,   -8.89,   -5.70,   -1.16,    0.11,    2.34
 36,  14,  1, 1,   18.30,   -2.24,  -22.06,    6.65,   13.00,    0.16,    0.02,    8.18
 62,  14,  2, 1,   18.02,   -2.11,  -21.95,   -9.44,  -12.71,   -0.72,    0.11,    4.26
 49,  14,  3, 1,   18.08,   -2.37,  -22.05,   -9.22,   -7.31,   -0.59,    0.17,    3.82
 39,  14,  4, 1,   18.11,   -2.52,  -21.96,  -21.94,  -16.70,   -2.91,    0.13,    2.93
 38,  14,  5, 1,   18.16,   -2.48,  -22.03,  -11.58,   -5.80,   -1.44,    0.05,    3.40
 82,  14,  6, 1,   17.67,   -2.20,  -22.04,  -11.73,   -6.57,   -1.45,    0.10,    2.46
 17,  28,  7, 1,   17.98,   -2.05,  -21.99,   -9.22,   -9.00,   -1.12,    0.14,    3.98
 31,  28,  8, 1,   18.22,   -2.43,  -22.09,   -6.92,   -4.71,   -0.97,    0.20,    2.45
 64,  28,  9, 1,   17.76,   -2.34,  -21.93,  -14.81,   -1.31,   -0.16,    0.05,    3.30
 10,  28, 10, 1,   17.60,   -2.08,  -21.84,  -28.03,  -27.70,   -2.95,    0.07,    3.55
 30,  28, 11, 1,   18.19,   -2.56,  -22.00,  -18.28,  -16.80,   -2.42,    0.14,    2.76
100,  28, 12, 1,   18.40,   -2.93,  -22.08,  -14.91,  -12.57,   -2.78,    0.20,    2.45
 66,  56, 13, 1,   17.98,   -2.11,  -21.94,  -10.51,   -6.00,   -0.78,    0.10,    3.81
 88,  56, 14, 1,   18.14,   -2.51,  -22.02,   -9.97,   -6.71,   -1.26,    0.17,    3.45
  4,  56, 15, 1,   18.05,   -2.03,  -22.01,   -3.92,   -4.31,   -0.12,    0.07,    2.38
 45,  56, 16, 1,   18.12,   -2.38,  -22.04,  -10.25,   -6.70,   -1.15,    0.21,    2.85
  9,  56, 17, 1,   17.58,   -2.13,  -21.83,  -28.50,  -30.80,   -2.73,    0.07,    2.42
 11,  56, 18, 1,   17.69,   -2.07,  -21.89,  -20.74,  -22.57,   -1.92,    0.15,    2.90
 63,   0, 19, 1,   17.92,   -2.25,  -21.96,   -9.42,   -5.70,   -0.08,    0.07,    4.49
 77,   0, 20, 1,   18.21,   -1.72,  -21.87,   -8.74,   -5.70,   -1.67,    0.11,    3.14
 48,  14,  1, 1,   18.51,   -2.62,  -22.14,    6.96,   13.00,   -1.08,    0.08,    5.11
 53,  14,  2, 1,   17.56,   -2.31,  -22.08,  -13.18,  -12.71,   -0.31,    0.12,    4.27
 92,  14,  3, 1,   18.15,   -2.70,  -22.09,   -7.98,   -7.31,   -0.83,    0.18,    2.81
  7,  14,  4, 1,   17.64,   -2.33,  -21.93,  -20.03,  -16.70,   -0.66,    0.19,    3.24
 65,  14,  5, 1,   17.80,   -2.31,  -21.91,  -16.59,   -5.80,   -0.60,    0.08,    2.84
 80,  14,  6, 1,   18.25,   -2.04,  -21.97,   -8.31,   -6.57,   -1.61,    0.03,    2.40
 55,  28,  7, 1,   17.99,   -2.56,  -22.06,  -12.16,   -9.00,   -0.94,    0.14,    2.60
 85,  28,  8, 1,   17.98,   -2.69,  -22.09,   -7.90,   -4.71,    0.42,    0.10,    3.01
  6,  28,  9, 1,   17.84,   -2.10,  -22.00,   -8.71,   -1.31,    0.22,    0.09,    2.55
 56,  28, 10, 1,   17.82,   -2.57,  -21.89,  -31.12,  -27.70,   -2.97,    0.03,    3.37
 42,  28, 11, 1,   18.15,   -2.64,  -22.00,  -14.30,  -16.80,   -1.69,    0.16,    3.91
 33,  28, 12, 1,   18.11,   -2.50,  -21.99,  -16.07,  -12.57,   -1.80,    0.07,    2.18
 29,  56, 13, 1,   18.14,   -2.34,  -22.03,   -9.73,   -6.00,   -0.98,    0.11,    3.01
 58,  56, 14, 1,   17.93,   -2.61,  -22.09,   -9.53,   -6.71,    0.42,    0.12,    3.42
 86,  56, 15, 1,   18.18,   -2.23,  -21.98,   -6.84,   -4.31,   -0.80,    0.06,    4.03
 50,  56, 16, 1,   18.01,   -2.48,  -22.02,  -11.24,   -6.70,   -0.52,    0.04,    3.32
 26,  56, 17, 1,   17.87,   -2.30,  -21.85,  -30.19,  -30.80,   -3.28,    0.14,    3.13
 95,  56, 18, 1,   18.04,   -2.91,  -21.99,  -25.68,  -22.57,   -2.63,    0.09,    3.14
 51,   0, 19, 1,   17.99,   -2.41,  -22.00,  -11.16,   -5.70,   -0.63,    0.09,    3.01
 75,   0, 20, 1,   18.18,   -1.75,  -21.88,  -10.90,   -5.70,   -2.06,    0.08,    2.76
 57,  14,  1, 1,   18.39,   -2.59,  -22.14,    7.21,   13.00,   -0.06,    0.06,    4.18
  2,  14,  2, 1,   18.01,   -2.23,  -22.00,  -10.11,  -12.71,   -0.82,    0.09,    3.02
 74,  14,  3, 1,   18.26,   -1.79,  -21.88,  -10.92,   -7.31,   -2.38,    0.09,    2.97
 41,  14,  4, 1,   18.03,   -2.73,  -22.04,  -20.45,  -16.70,   -1.76,    0.12,    3.60
 76,  14,  5, 1,   18.11,   -1.56,  -21.79,  -13.92,   -5.80,   -2.36,    0.10,    4.49
  3,  14,  6, 1,   18.02,   -2.04,  -22.01,   -4.51,   -6.57,   -0.14,    0.11,    2.28
 13,  28,  7, 1,   17.96,   -1.95,  -21.94,   -8.88,   -9.00,   -0.95,    0.15,    2.89
 94,  28,  8, 1,   18.28,   -2.70,  -22.07,   -5.24,   -4.71,   -1.21,    0.09,    3.10
 14,  28,  9, 1,   17.88,   -2.01,  -21.95,   -8.31,   -1.31,   -0.52,    0.09,    3.67
 67,  28, 10, 1,   17.59,   -2.33,  -21.79,  -29.23,  -27.70,   -2.50,    0.02,    3.30
 72,  28, 11, 1,   17.92,   -2.00,  -21.86,  -18.92,  -16.80,   -2.07,    0.10,    2.56
 24,  28, 12, 1,   18.31,   -2.27,  -22.01,  -14.95,  -12.57,   -2.31,    0.42,    6.45
 52,  56, 13, 1,   17.94,   -2.40,  -22.00,  -12.64,   -6.00,   -0.59,    0.08,    3.78
 60,  56, 14, 1,   17.81,   -2.17,  -21.96,  -13.69,   -6.71,   -0.04,    0.16,    4.54
  5,  56, 15, 1,   18.12,   -1.95,  -21.99,   -2.71,   -4.31,   -0.26,    0.06,    2.07
 27,  56, 16, 1,   18.22,   -2.40,  -22.02,   -9.19,   -6.70,   -1.35,    0.12,    2.89
 16,  56, 17, 1,   17.68,   -1.95,  -21.78,  -30.54,  -30.80,   -4.32,    0.07,    3.10
 69,  56, 18, 1,   17.74,   -2.07,  -21.78,  -24.79,  -22.57,   -2.59,    0.17,    2.59
 20,   0, 19, 1,   18.01,   -2.00,  -21.98,   -8.35,   -5.70,   -1.06,    0.09,    3.38
 98,   0, 20, 1,   18.45,   -2.89,  -22.09,  -10.68,   -5.70,   -2.56,    0.10,    2.77
 84,  14,  1, 1,   18.36,   -2.85,  -22.17,    5.91,   13.00,    0.08,    0.14,    6.08
 40,  14,  2, 1,   18.30,   -2.44,  -22.06,   -7.40,  -12.71,   -1.77,    0.14,    2.98
 59,  14,  3, 1,   17.99,   -2.09,  -21.97,   -9.12,   -7.31,   -0.17,    0.12,    4.65
 19,  14,  4, 1,   17.71,   -2.18,  -21.88,  -24.45,  -16.70,   -2.46,    0.13,    2.78
 34,  14,  5, 1,   17.97,   -2.43,  -22.01,  -14.46,   -5.80,   -0.97,    0.13,    2.86
