# VP09   2013-02-25_13-43-14
# Elapsed time of measurement: 1011 s
# Visual calibration
# n,x,y,z,phi,std(phi)
0, 0.00, 0.00, 0.00, 0.00, 0.00


# Localization experiment
# mode: 0 => generic; 14/28/56 => WFS with 14/28/56 loudspeakers
# trial_number, mode, source, n, x, y, z, phi, real_phi, delta, stdev, elapsed_time
 26,  14,  1, 1,   21.84,   -4.88,  -19.58,   12.88,   12.00,    1.10,    0.05,   15.23
  4,  14,  2, 1,   21.14,   -3.74,  -19.56,   12.02,    4.60,    2.78,    0.12,   17.73
 69,  14,  3, 1,   21.72,   -5.19,  -19.82,   10.32,    2.25,    0.59,    0.18,    7.60
 16,  14,  4, 1,   21.41,   -4.36,  -19.59,   -2.84,   -5.99,    0.15,    0.15,   17.58
 73,  14,  5, 1,   21.37,   -4.79,  -19.53,  -12.29,  -15.10,   -1.11,    0.12,    8.19
 11,  28,  6, 1,   21.76,   -5.03,  -19.76,   25.63,   20.00,    0.15,    0.06,   15.69
 53,  28,  7, 1,   21.74,   -4.74,  -19.42,   -5.07,  -11.40,   -1.67,    0.27,   13.48
 59,  28,  8, 1,   21.31,   -4.33,  -19.67,  -15.59,  -18.75,   -1.20,    0.11,    8.55
 75,  28,  9, 1,   21.15,   -4.71,  -19.56,   -8.82,  -12.99,    0.39,    0.18,    6.40
 77,  28, 10, 1,   21.63,   -4.60,  -19.73,    7.53,    6.90,    1.54,    0.07,    8.53
 66,  56, 11, 1,   21.22,   -4.65,  -19.72,   -0.16,   -3.00,    0.37,    0.06,    9.36
 40,  56, 12, 1,   21.28,   -4.50,  -19.58,   -1.38,   -4.40,    1.21,    0.05,   12.37
 25,  56, 13, 1,   21.31,   -5.15,  -19.57,   12.48,    8.25,    3.12,    0.04,   18.24
 76,  56, 14, 1,   20.50,   -4.64,  -19.54,   -1.31,   -7.99,    5.17,    0.04,   14.23
 38,  56, 15, 1,   20.87,   -4.90,  -19.60,  -10.95,  -20.10,    1.82,    0.18,    7.91
 78,   0, 16, 1,   21.43,   -4.50,  -19.59,   -0.77,   -5.70,    0.83,    0.09,    8.13
  6,   0, 17, 1,   20.85,   -4.17,  -19.48,   -4.60,   -5.70,   -0.02,    0.07,   11.06
