# VP12   2013-02-28_12-47-11
# Elapsed time of measurement: 438 s
# Visual calibration
# n,x,y,z,phi,std(phi)
0, 0.00, 0.00, 0.00, 0.00, 0.00


# Localization experiment
# mode: 0 => generic; 14/28/56 => WFS with 14/28/56 loudspeakers
# trial_number, mode, source, n, x, y, z, phi, real_phi, delta, stdev, elapsed_time
 36,  14,  1, 1,   17.68,   -2.82,  -22.22,   16.24,   13.00,    1.11,    0.11,    5.12
 54,  14,  2, 1,   17.26,    6.24,  -22.51,   -5.39,  -12.71,    0.44,    0.22,    5.08
 22,  14,  3, 1,   17.75,   -2.56,  -22.16,   -6.54,   -7.31,   -1.89,    0.16,    2.37
 83,  14,  4, 1,   17.06,    5.66,  -22.67,  -13.81,  -16.70,   -1.60,    0.09,    4.00
 21,  14,  5, 1,   17.72,   -2.53,  -22.15,   -8.88,   -5.80,   -2.35,    0.18,    2.93
 82,  14,  6, 1,   17.12,    5.73,  -22.68,   -4.09,   -6.57,   -0.12,    0.07,    4.19
 86,  28,  7, 1,   17.37,    4.52,  -22.89,   -8.13,   -9.00,   -0.95,    0.17,    2.22
 71,  28,  8, 1,   17.27,    6.14,  -22.55,   -3.67,   -4.71,    0.11,    0.14,    3.71
 62,  28,  9, 1,   17.54,    6.46,  -22.53,   -3.07,   -1.31,   -0.32,    0.09,    3.19
 45,  28, 10, 1,   17.40,    6.70,  -22.41,  -28.56,  -27.70,   -5.53,    0.11,    4.07
 51,  28, 11, 1,   17.27,    6.57,  -22.42,  -10.51,  -16.80,   -0.58,    0.22,    4.08
 87,  28, 12, 1,   17.27,    4.84,  -22.79,  -10.11,  -12.57,   -1.32,    0.12,    2.55
 17,  56, 13, 1,   17.35,   -1.94,  -22.32,   -3.31,   -6.00,   -0.73,    0.24,    4.58
 66,  56, 14, 1,   17.37,    6.67,  -22.41,   -7.64,   -6.71,   -1.48,    0.26,    8.32
 94,  56, 15, 1,   17.63,   -0.60,  -22.37,   -6.72,   -4.31,   -0.78,    0.06,    2.14
 67,  56, 16, 1,   17.37,    6.43,  -22.49,   -5.88,   -6.70,   -0.93,    0.04,    3.00
 81,  56, 17, 1,   16.92,    5.71,  -22.61,  -29.32,  -30.80,   -4.52,    0.08,    3.48
 80,  56, 18, 1,   16.99,    5.55,  -22.71,  -19.90,  -22.57,   -2.19,    0.14,    4.08
 20,   0, 19, 1,   17.75,   -2.38,  -22.19,   -4.37,   -5.70,   -1.89,    0.04,    4.18
 95,   0, 20, 1,   17.65,   -0.66,  -22.36,   -6.60,   -5.70,   -0.80,    0.06,    2.02
 89,  14,  1, 1,   17.59,    4.93,  -22.74,   14.14,   13.00,    1.42,    0.08,    4.23
  6,  14,  2, 1,   17.38,   -1.99,  -22.33,  -10.67,  -12.71,   -2.83,    0.11,    8.17
 40,  14,  3, 1,   17.47,    6.46,  -22.72,   -7.47,   -7.31,   -0.94,    0.12,    7.06
 32,  14,  4, 1,   17.63,   -2.76,  -22.09,  -12.59,  -16.70,   -2.06,    0.17,    3.22
 99,  14,  5, 1,   17.54,   -0.60,  -22.35,   -3.12,   -5.80,    0.67,    0.12,    2.44
 96,  14,  6, 1,   17.65,   -0.66,  -22.37,   -6.62,   -6.57,   -0.79,    0.13,    2.05
 49,  28,  7, 1,   17.28,    6.30,  -22.50,   -8.55,   -9.00,   -0.16,    0.20,    2.96
 35,  28,  8, 1,   17.49,   -2.85,  -22.20,    2.87,   -4.71,    0.84,    0.14,    5.00
 55,  28,  9, 1,   17.69,    5.48,  -22.70,   -9.65,   -1.31,   -1.15,    0.15,    6.04
 15,  28, 10, 1,   17.27,   -2.33,  -22.21,  -26.62,  -27.70,   -4.76,    0.09,    5.13
  3,  28, 11, 1,   17.29,   -2.19,  -22.36,  -16.70,  -16.80,   -3.00,    0.07,    5.09
 74,  28, 12, 1,   17.12,    6.39,  -22.50,  -11.98,  -12.57,   -0.79,    0.18,    3.09
 63,  56, 13, 1,   17.38,    6.44,  -22.49,   -8.83,   -6.00,   -0.56,    0.16,    5.26
