# VP09   2013-02-25_14-19-05
# Elapsed time of measurement: 638 s
# Visual calibration
# n,x,y,z,phi,std(phi)
0, 0.00, 0.00, 0.00, 0.00, 0.00


# Localization experiment
# mode: 0 => generic; 14/28/56 => WFS with 14/28/56 loudspeakers
# trial_number, mode, source, n, x, y, z, phi, real_phi, delta, stdev, elapsed_time
 22,  14,  1, 1,   19.73,   -1.73,  -20.83,   13.76,   12.00,    9.68,    0.08,    6.21
 15,  14,  2, 1,   20.37,   -2.72,  -20.99,   14.85,  -14.31,    5.67,    0.31,    7.54
 80,  14,  3, 1,   21.25,   -5.40,  -20.39,    6.33,  -25.80,    5.18,    0.68,    9.64
 49,  14,  4, 1,   21.47,   -5.36,  -20.26,   12.55,  -40.96,    4.28,    0.11,    6.28
 34,  14,  5, 1,   20.96,   -4.27,  -20.74,   -8.83,  -52.66,    1.11,    0.23,    9.41
 69,  28,  6, 1,   22.03,   -4.98,  -20.46,   21.77,   20.00,    3.57,    0.18,    4.52
  1,  28,  7, 1,   20.43,   -4.44,  -19.28,  -18.06,  -33.31,   -2.17,    0.13,    7.82
 37,  28,  8, 1,   21.54,   -5.67,  -20.06,  -12.75,  -34.80,   -1.08,    0.30,    9.76
 68,  28,  9, 1,   21.58,   -4.92,  -20.36,   -1.70,  -35.96,    1.80,    0.15,    8.64
 67,  28, 10, 1,   21.48,   -4.99,  -20.43,   13.81,  -12.66,    4.50,    0.29,    6.50
 42,  56, 11, 1,   21.27,   -5.77,  -20.17,   -0.22,   -3.00,    2.67,    0.06,    7.28
 53,  56, 12, 1,   21.13,   -5.40,  -20.16,   -4.73,  -13.31,    2.80,    0.24,    7.12
  5,  56, 13, 1,   21.46,   -4.40,  -19.61,   16.19,    2.20,    0.89,    0.12,    7.45
 56,  56, 14, 1,   21.44,   -5.22,  -20.09,   -9.57,  -14.96,    0.57,    0.11,    6.67
 57,  56, 15, 1,   21.19,   -5.08,  -20.15,   -2.68,  -21.66,    2.88,    0.12,    8.44
 24,   0, 16, 1,   20.61,   -1.72,  -20.84,   -3.75,   -5.70,    1.64,    0.08,    6.96
 84,   0, 17, 1,   21.84,   -4.54,  -20.19,   -1.46,   -5.70,    1.43,    0.09,    4.15
 73,  14,  1, 1,   21.60,   -5.71,  -20.28,   16.60,   12.00,    5.34,    0.08,    4.37
  7,  14,  2, 1,   21.37,   -4.49,  -19.52,   14.90,  -14.31,    0.80,    0.29,    9.92
 77,  14,  3, 1,   21.07,   -5.12,  -20.33,    1.10,  -25.80,    4.64,    0.22,    7.05
  2,  14,  4, 1,   20.66,   -4.34,  -19.58,    7.92,  -40.96,    2.53,    0.36,    7.82
 46,  14,  5, 1,   21.24,   -5.36,  -20.07,  -10.42,  -52.66,    1.24,    0.06,   14.26
 28,  28,  6, 1,   21.32,   -2.78,  -20.75,   13.88,   20.00,    2.78,    0.10,    8.48
 66,  28,  7, 1,   21.41,   -4.80,  -20.19,  -15.00,  -33.31,    0.03,    0.05,    9.44
 76,  28,  8, 1,   20.98,   -5.13,  -20.11,  -10.63,  -34.80,    3.02,    0.41,    9.78
 70,  28,  9, 1,   21.56,   -4.98,  -20.33,   -2.66,  -35.96,    1.50,    0.06,   10.23
 59,  28, 10, 1,   21.90,   -4.93,  -20.52,   21.47,  -12.66,    5.14,    0.41,    5.68
 85,  56, 11, 1,   22.01,   -4.20,  -20.13,    0.08,   -3.00,    1.77,    0.20,    5.97
 35,  56, 12, 1,   21.43,   -5.78,  -20.21,   -6.87,  -13.31,    0.66,    0.12,    6.77
 83,  56, 13, 1,   21.94,   -4.36,  -20.27,   12.32,    2.20,    4.44,    0.08,    7.90
 18,  56, 14, 1,   20.34,   -1.68,  -20.68,   -5.14,  -14.96,    1.46,    0.09,    7.04
 75,  56, 15, 1,   21.52,   -5.34,  -20.07,  -13.68,  -21.66,    1.01,    0.17,    5.50
  6,   0, 16, 1,   20.97,   -4.44,  -19.50,   -3.57,   -5.70,   -0.59,    0.09,    7.17
 72,   0, 17, 1,   21.37,   -5.80,  -20.11,   -5.29,   -5.70,    2.41,    0.14,    4.72
 10,  14,  1, 1,   20.79,    1.08,  -21.42,   16.26,   12.00,    3.78,    0.19,    6.44
 25,  14,  2, 1,   20.81,   -2.12,  -20.99,   15.07,  -14.31,    4.29,    0.43,    6.70
 58,  14,  3, 1,   21.52,   -4.86,  -20.23,    2.95,  -25.80,    2.76,    0.26,    9.56
 21,  14,  4, 1,   20.75,   -1.84,  -20.86,    6.24,  -40.96,    2.74,    0.32,    8.23
  9,  14,  5, 1,   19.33,    0.89,  -21.25,  -12.81,  -52.66,    4.33,    0.11,   12.24
 17,  28,  6, 1,   20.46,   -2.24,  -20.89,   25.21,   20.00,    5.85,    0.05,    5.33
 63,  28,  7, 1,   20.63,   -4.83,  -20.10,  -10.41,  -33.31,    3.95,    0.12,    7.72
 62,  28,  8, 1,   21.33,   -4.93,  -20.20,   -9.00,  -34.80,    1.15,    0.23,    5.09
 65,  28,  9, 1,   20.72,   -4.36,  -19.97,  -13.10,  -35.96,    2.49,    0.16,    9.61
 29,  28, 10, 1,   21.55,   -2.61,  -20.72,   16.09,  -12.66,    3.21,    0.33,   16.46
 55,  56, 11, 1,   21.23,   -5.71,  -20.20,   -5.74,   -3.00,    2.38,    0.17,    4.86
 38,  56, 12, 1,   21.73,   -5.54,  -20.07,   -5.22,  -13.31,   -0.77,    0.18,    6.49
 41,  56, 13, 1,   21.65,   -5.70,  -20.22,   10.63,    2.20,    2.40,    0.14,    5.65
 36,  56, 14, 1,   21.08,   -6.05,  -20.11,    0.45,  -14.96,    3.51,    0.03,    7.27
 52,  56, 15, 1,   21.40,   -5.10,  -20.16,   -4.11,  -21.66,    0.85,    0.06,    9.29
 82,   0, 16, 1,   22.23,   -4.47,  -20.13,   -3.53,   -5.70,    0.06,    0.10,    6.17
 40,   0, 17, 1,   21.47,   -5.86,  -20.14,   -1.94,   -5.70,    1.20,    0.14,    4.62
 32,  14,  1, 1,   21.39,   -3.19,  -20.81,   19.88,   12.00,    3.84,    0.11,    4.24
 27,  14,  2, 1,   20.86,   -2.17,  -20.99,    8.58,  -14.31,    2.41,    0.32,    9.33
 61,  14,  3, 1,   21.21,   -5.07,  -20.35,    7.36,  -25.80,    4.96,    0.03,    7.37
 26,  14,  4, 1,   20.47,   -1.87,  -20.79,   -5.23,  -40.96,    1.38,    0.27,   10.45
 47,  14,  5, 1,   21.69,   -5.28,  -20.18,   -6.84,  -52.66,    0.41,    0.17,    9.02
 51,  28,  6, 1,   21.42,   -5.59,  -20.39,   21.72,   20.00,    5.03,    0.09,    6.32
 50,  28,  7, 1,   21.12,   -5.65,  -20.21,   -8.04,  -33.31,    2.64,    0.14,    5.97
 71,  28,  8, 1,   20.63,   -5.86,  -19.87,  -12.67,  -34.80,    4.26,    0.35,    6.63
 79,  28,  9, 1,   20.84,   -5.65,  -20.23,   -9.01,  -35.96,    4.18,    0.06,    6.52
 74,  28, 10, 1,   21.22,   -5.63,  -20.25,   10.25,  -12.66,    5.65,    0.30,    7.98
 81,  56, 11, 1,   22.04,   -5.09,  -20.25,    0.52,   -3.00,    0.82,    0.22,    7.59
 30,  56, 12, 1,   21.08,   -2.67,  -20.58,   -5.11,  -13.31,    0.77,    0.15,    8.50
 43,  56, 13, 1,   21.82,   -5.38,  -20.26,   15.37,    2.20,    2.94,    0.06,    7.02
  4,  56, 14, 1,   20.96,   -4.21,  -19.50,    0.17,  -14.96,    0.01,    0.09,    5.36
  8,  56, 15, 1,   20.52,   -4.24,  -19.52,   -1.96,  -21.66,    1.71,    0.22,    6.99
 44,   0, 16, 1,   21.34,   -5.62,  -20.15,   -2.49,   -5.70,    2.10,    0.15,    5.46
 14,   0, 17, 1,   20.40,   -2.52,  -20.79,   -8.51,   -5.70,    1.49,    0.11,    7.05
