# VP05   2013-02-26_16-20-22
# Elapsed time of measurement: 274 s
# Visual calibration
# n,x,y,z,phi,std(phi)
0, 0.00, 0.00, 0.00, 0.00, 0.00


# Localization experiment
# mode: 0 => generic; 14/28/56 => WFS with 14/28/56 loudspeakers
# trial_number, mode, source, n, x, y, z, phi, real_phi, delta, stdev, elapsed_time
 26,  14,  1, 1,   19.13,   -1.29,  -19.66,   26.38,   13.00,   -1.83,    0.24,    3.75
  3,  14,  2, 1,   17.98,   -2.86,  -19.54,   -8.82,  -12.71,   -1.89,    1.14,    4.22
 15,  14,  3, 1,   18.01,   -2.53,  -19.50,   -7.28,   -7.31,   -1.61,    0.06,    3.36
 56,  14,  4, 1,   17.81,   -3.14,  -19.29,  -22.85,  -16.70,   -3.94,    0.08,    2.69
 82,  14,  5, 1,   17.95,   -2.92,  -19.32,  -18.53,   -5.80,   -3.24,    0.08,    3.57
 50,  14,  6, 1,   18.27,   -2.37,  -19.63,    6.06,   -6.57,   -0.81,    0.07,    2.49
 95,  28,  7, 1,   18.04,   -2.63,  -19.50,   -3.12,   -9.00,   -0.76,    0.04,    2.26
 37,  28,  8, 1,   17.80,   -3.27,  -19.59,   -3.75,   -4.71,   -1.12,    0.24,    2.21
 59,  28,  9, 1,   18.30,   -2.38,  -19.65,    6.60,   -1.31,   -0.76,    0.09,    2.79
 76,  28, 10, 1,   17.89,   -3.20,  -19.17,  -30.51,  -27.70,   -5.70,    0.25,    2.79
 55,  28, 11, 1,   17.94,   -2.74,  -19.52,   -4.15,  -16.80,   -0.66,    0.12,    2.46
 10,  28, 12, 1,   17.91,   -2.59,  -19.42,  -10.99,  -12.57,   -1.95,    0.12,    3.56
 14,  56, 13, 1,   17.87,   -2.42,  -19.46,   -5.92,   -6.00,   -0.91,    0.09,    2.06
 94,  56, 14, 1,   18.07,   -2.55,  -19.51,   -3.87,   -6.71,   -1.07,    0.08,    2.24
 17,  56, 15, 1,   18.09,   -2.35,  -19.51,   -5.88,   -4.31,   -1.59,    0.08,    3.52
 51,  56, 16, 1,   18.29,   -2.29,  -19.63,    5.67,   -6.70,   -0.80,    0.13,    3.03
 13,  56, 17, 1,   17.67,   -3.04,  -19.13,  -30.71,  -30.80,   -5.10,    0.28,    4.85
 23,  56, 18, 1,   17.93,   -2.50,  -19.20,  -25.92,  -22.57,   -5.84,    0.50,    4.17
 40,   0, 19, 1,   18.21,   -3.09,  -19.61,   -6.12,   -5.70,   -1.47,    0.12,    1.94
 16,   0, 20, 1,   18.14,   -2.15,  -19.59,    4.73,   -5.70,   -0.36,    0.07,    2.22
 39,  14,  1, 1,   18.42,   -2.37,  -19.68,   13.22,   13.00,    0.11,    0.04,    2.46
 25,  14,  2, 1,   17.87,   -2.56,  -19.24,  -21.80,  -12.71,   -4.12,    0.29,    6.11
100,  14,  3, 1,   18.04,   -2.65,  -19.50,   -5.00,   -7.31,   -1.06,    0.18,    1.93
 84,  14,  4, 1,   17.87,   -3.20,  -19.20,  -26.62,  -16.70,   -4.40,    0.83,    1.68
 90,  14,  5, 1,   18.08,   -2.50,  -19.46,   -6.73,   -5.80,   -1.60,    0.04,    2.29
  6,  14,  6, 1,   18.24,   -2.42,  -19.60,   -0.91,   -6.57,   -1.75,    0.23,    1.94
 28,  28,  7, 1,   18.19,   -2.06,  -19.56,    1.43,   -9.00,   -0.78,    0.06,    2.34
 46,  28,  8, 1,   18.22,   -2.23,  -19.61,    6.54,   -4.71,   -0.38,    0.05,    2.29
  7,  28,  9, 1,   18.11,   -2.44,  -19.57,   -3.53,   -1.31,   -1.48,    0.14,    3.43
 22,  28, 10, 1,   17.93,   -2.60,  -19.18,  -29.30,  -27.70,   -6.48,    0.38,    2.38
 42,  28, 11, 1,   17.88,   -2.85,  -19.43,  -11.37,  -16.80,   -1.71,    0.28,    4.08
 72,  28, 12, 1,   17.87,   -2.92,  -19.26,  -21.89,  -12.57,   -3.97,    0.17,    2.73
 52,  56, 13, 1,   18.26,   -2.74,  -19.59,   -5.37,   -6.00,   -2.07,    0.26,    2.82
 88,  56, 14, 1,   18.07,   -2.41,  -19.55,    0.13,   -6.71,   -0.42,    0.04,    2.21
 80,  56, 15, 1,   18.10,   -2.50,  -19.49,   -2.35,   -4.31,   -0.84,    0.14,    2.57
  5,  56, 16, 1,   18.53,   -2.09,  -19.72,   10.39,   -6.70,   -1.68,    0.11,    2.37
 54,  56, 17, 1,   17.86,   -3.19,  -19.23,  -26.52,  -30.80,   -4.91,    0.24,    2.40
 27,  56, 18, 1,   18.05,   -2.76,  -19.30,  -23.93,  -22.57,   -5.01,    0.27,    2.76
 79,   0, 19, 1,   18.10,   -2.42,  -19.52,   -1.97,   -5.70,   -0.81,    0.07,    2.58
 44,   0, 20, 1,   17.94,   -2.42,  -19.50,   -1.16,   -5.70,   -0.25,    0.03,    2.22
 81,  14,  1, 1,   18.53,   -1.98,  -19.65,   13.79,   13.00,   -0.47,    0.29,    2.71
 98,  14,  2, 1,   18.02,   -2.83,  -19.48,   -5.24,  -12.71,   -1.04,    0.10,    2.00
 89,  14,  3, 1,   18.13,   -2.61,  -19.50,   -7.67,   -7.31,   -2.01,    0.13,    1.92
 69,  14,  4, 1,   17.89,   -2.85,  -19.25,  -22.86,  -16.70,   -4.66,    0.23,    2.32
 35,  14,  5, 1,   17.97,   -2.89,  -19.30,  -23.46,   -5.80,   -4.35,    0.60,    7.76
 48,  14,  6, 1,   17.92,   -2.59,  -19.57,    3.84,   -6.57,    0.47,    0.08,    2.96
 91,  28,  7, 1,   18.29,   -2.51,  -19.52,   -7.07,   -9.00,   -2.82,    0.09,    3.12
 12,  28,  8, 1,   18.31,   -1.87,  -19.65,    8.47,   -4.71,   -0.45,    0.10,    2.46
 57,  28,  9, 1,   18.24,   -2.59,  -19.62,    0.44,   -1.31,   -1.52,    0.07,    2.97
 63,  28, 10, 1,   17.93,   -3.18,  -19.28,  -25.09,  -27.70,   -4.91,    0.04,    2.13
 86,  28, 11, 1,   17.89,   -3.14,  -19.31,  -21.72,  -16.80,   -3.61,    0.12,    2.80
  9,  28, 12, 1,   17.81,   -2.96,  -19.24,  -27.08,  -12.57,   -4.99,    0.17,    3.40
 93,  56, 13, 1,   18.08,   -2.44,  -19.53,    0.16,   -6.00,   -0.52,    0.12,    1.70
 78,  56, 14, 1,   18.19,   -2.37,  -19.55,   -1.50,   -6.71,   -1.16,    0.09,    2.18
 71,  56, 15, 1,   17.97,   -2.71,  -19.46,   -8.26,   -4.31,   -1.54,    0.09,    3.25
 66,  56, 16, 1,   18.32,   -1.97,  -19.60,    9.66,   -6.70,   -0.15,    0.12,    1.90
 47,  56, 17, 1,   17.45,   -3.42,  -19.03,  -33.08,  -30.80,   -4.54,    0.23,    2.75
 64,  56, 18, 1,   17.95,   -3.08,  -19.34,  -21.50,  -22.57,   -4.10,    0.14,    3.68
 24,   0, 19, 1,   17.99,   -2.16,  -19.45,   -6.33,   -5.70,   -1.32,    0.05,    2.24
  4,   0, 20, 1,   18.34,   -2.44,  -19.72,    8.67,   -5.70,   -1.44,    0.13,    1.38
 67,  14,  1, 1,   18.76,   -1.79,  -19.66,   16.54,   13.00,   -1.14,    0.04,    2.03
 58,  14,  2, 1,   18.16,   -2.63,  -19.61,    0.25,  -12.71,   -1.02,    0.09,    2.82
 60,  14,  3, 1,   18.03,   -2.70,  -19.53,   -5.56,   -7.31,   -1.23,    0.09,    2.77
 83,  14,  4, 1,   17.88,   -3.22,  -19.20,  -28.37,  -16.70,   -4.86,    0.13,    3.20
 87,  14,  5, 1,   17.95,   -3.06,  -19.31,  -20.99,   -5.80,   -3.64,    0.11,    3.12
