# VP04   2013-02-22_16-20-52
# Elapsed time of measurement: 211 s
# Visual calibration
# n,x,y,z,phi,std(phi)
0, 0.00, 0.00, 0.00, 0.00, 0.00


# Localization experiment
# mode: 0 => generic; 14/28/56 => WFS with 14/28/56 loudspeakers
# trial_number, mode, source, n, x, y, z, phi, real_phi, delta, stdev, elapsed_time
 48,  14,  1, 1,   18.99,   -5.50,  -19.96,   14.92,   13.00,    2.46,    0.16,    3.91
 91,  14,  2, 1,   19.06,   -5.79,  -19.70,   -7.78,   -4.00,   -0.11,    0.11,    2.03
 23,  14,  3, 1,   19.30,   -5.52,  -19.85,    4.46,    2.00,    0.87,    0.06,    2.39
 88,  14,  4, 1,   19.10,   -5.95,  -19.66,  -10.94,   -4.00,   -0.51,    0.10,    1.92
 71,  14,  5, 1,   19.24,   -5.67,  -19.85,    1.30,    8.00,   -0.25,    0.12,    1.83
 46,  14,  6, 1,   19.03,   -5.70,  -19.76,   -6.60,    9.00,   -0.07,    0.07,    2.29
 77,  28,  7, 1,   19.08,   -5.92,  -19.71,  -10.49,   -9.00,   -0.30,    0.14,    3.13
 94,  28,  8, 1,   19.18,   -5.68,  -19.76,   -3.72,   -1.00,   -0.09,    0.09,    1.76
 93,  28,  9, 1,   19.23,   -5.69,  -19.84,    1.70,    6.00,    0.12,    0.10,    1.60
 98,  28, 10, 1,   19.01,   -6.00,  -19.60,  -16.44,  -17.00,   -0.58,    0.11,    2.45
 37,  28, 11, 1,   19.02,   -5.39,  -19.71,   -7.09,   -4.00,    0.25,    0.08,    1.62
 99,  28, 12, 1,   19.08,   -5.95,  -19.74,   -5.26,    4.00,    0.06,    0.15,    1.92
100,  56, 13, 1,   19.00,   -5.84,  -19.70,   -6.71,   -6.00,    0.40,    0.12,    2.06
 18,  56, 14, 1,   19.32,   -5.86,  -19.73,   -5.04,   -2.00,   -0.48,    0.19,    1.59
 63,  56, 15, 1,   19.09,   -5.59,  -19.84,    1.51,    3.00,    0.84,    0.15,    1.93
 17,  56, 16, 1,   19.24,   -5.76,  -19.82,   -2.56,    4.00,    0.08,    0.19,    1.82
 16,  56, 17, 1,   19.09,   -6.21,  -19.57,  -18.80,  -19.00,   -0.80,    0.15,    1.75
 78,  56, 18, 1,   19.06,   -5.83,  -19.72,  -10.74,   -9.00,   -0.25,    0.55,    3.72
 32,   0, 19, 1,   18.88,   -5.52,  -19.70,   -6.96,   -5.70,    0.84,    0.07,    1.84
 35,   0, 20, 1,   18.84,   -5.60,  -19.71,   -7.90,   -5.70,    0.88,    0.08,    2.87
 39,  14,  1, 1,   19.24,   -5.19,  -19.91,    9.27,   13.00,    0.89,    0.09,    1.67
 21,  14,  2, 1,   19.19,   -5.87,  -19.77,   -3.17,   -4.00,    0.34,    0.18,    2.46
  2,  14,  3, 1,   19.40,   -5.73,  -19.87,    5.82,    2.00,    0.03,    0.31,    1.60
 45,  14,  4, 1,   18.97,   -5.86,  -19.65,  -13.72,   -4.00,   -0.44,    0.08,    2.57
  8,  14,  5, 1,   19.25,   -5.84,  -19.75,   -3.40,    8.00,   -0.09,    0.14,    3.25
 90,  14,  6, 1,   19.20,   -5.79,  -19.77,   -4.98,    9.00,   -0.44,    0.09,    2.33
 47,  28,  7, 1,   18.94,   -5.84,  -19.73,   -7.15,   -9.00,    0.41,    0.22,    1.97
  1,  28,  8, 1,   19.26,   -5.86,  -19.78,   -3.35,   -1.00,   -0.10,    0.14,    1.88
 92,  28,  9, 1,   19.24,   -5.56,  -19.83,    2.15,    6.00,    0.04,    0.15,    1.97
 82,  28, 10, 1,   19.13,   -6.17,  -19.66,  -14.43,  -17.00,   -0.67,    0.14,    1.97
 50,  28, 11, 1,   19.14,   -5.62,  -19.77,   -3.69,   -4.00,    0.11,    0.17,    1.77
 27,  28, 12, 1,   18.89,   -5.24,  -19.71,   -7.24,    4.00,    0.48,    0.33,    3.04
  5,  56, 13, 1,   19.17,   -5.94,  -19.74,   -7.21,   -6.00,    0.02,    0.13,    1.15
 79,  56, 14, 1,   19.22,   -5.88,  -19.81,   -3.19,   -2.00,   -0.36,    0.15,    1.84
 75,  56, 15, 1,   19.27,   -5.82,  -19.84,   -1.24,    3.00,   -0.57,    0.10,    1.70
 22,  56, 16, 1,   19.40,   -5.54,  -19.81,    1.77,    4.00,   -0.02,    0.17,    1.81
 12,  56, 17, 1,   19.10,   -6.12,  -19.58,  -17.26,  -19.00,   -0.71,    0.14,    1.39
 86,  56, 18, 1,   19.09,   -5.95,  -19.68,  -10.99,   -9.00,   -0.51,    0.23,    1.91
 30,   0, 19, 1,   18.92,   -5.53,  -19.71,   -7.00,   -5.70,    0.70,    0.07,    1.66
 58,   0, 20, 1,   19.01,   -5.56,  -19.67,   -8.96,   -5.70,   -0.19,    0.11,    3.17
 40,  14,  1, 1,   19.18,   -5.18,  -19.90,   10.40,   13.00,    1.56,    0.14,    1.58
 55,  14,  2, 1,   19.07,   -5.56,  -19.77,   -4.46,   -4.00,    0.19,    0.12,    1.83
 64,  14,  3, 1,   19.12,   -5.49,  -19.87,    4.91,    2.00,    1.08,    0.15,    2.70
 97,  14,  4, 1,   19.03,   -6.04,  -19.63,  -14.44,   -4.00,   -0.45,    0.11,    2.96
 89,  14,  5, 1,   19.28,   -5.68,  -19.88,    0.09,    8.00,   -0.39,    0.14,    1.89
 84,  14,  6, 1,   19.20,   -5.84,  -19.77,   -4.03,    9.00,   -0.45,    0.33,    1.99
 13,  28,  7, 1,   19.17,   -5.99,  -19.64,  -11.85,   -9.00,   -0.50,    0.08,    1.39
 29,  28,  8, 1,   18.93,   -5.31,  -19.80,    0.02,   -1.00,    1.40,    0.07,    1.99
 68,  28,  9, 1,   19.21,   -5.53,  -19.86,    3.42,    6.00,    0.22,    0.07,    1.70
  9,  28, 10, 1,   19.09,   -6.04,  -19.66,  -12.36,  -17.00,   -0.05,    0.06,    1.47
 76,  28, 11, 1,   19.19,   -5.82,  -19.80,   -6.58,   -4.00,   -0.44,    0.17,    2.58
 66,  28, 12, 1,   19.16,   -5.83,  -19.78,   -4.79,    4.00,   -0.40,    0.08,    2.08
 28,  56, 13, 1,   18.89,   -5.38,  -19.72,   -6.17,   -6.00,    0.88,    0.12,    2.43
 80,  56, 14, 1,   19.21,   -5.79,  -19.82,   -3.12,   -2.00,   -0.32,    0.12,    1.60
 44,  56, 15, 1,   18.98,   -5.56,  -19.85,    1.54,    3.00,    1.18,    0.35,    2.87
 70,  56, 16, 1,   19.19,   -5.68,  -19.86,   -2.46,    4.00,   -0.29,    0.05,    1.68
 65,  56, 17, 1,   19.08,   -5.92,  -19.67,  -16.41,  -19.00,   -0.99,    0.20,    2.56
 69,  56, 18, 1,   19.14,   -5.67,  -19.71,   -8.74,   -9.00,   -0.66,    0.11,    1.83
 10,   0, 19, 1,   19.23,   -5.91,  -19.72,   -7.69,   -5.70,   -0.40,    0.14,    1.27
 20,   0, 20, 1,   19.18,   -5.90,  -19.73,   -7.47,   -5.70,   -0.12,    0.09,    1.59
 36,  14,  1, 1,   19.10,   -5.21,  -19.91,    9.89,   13.00,    1.75,    0.11,    2.44
 26,  14,  2, 1,   18.99,   -5.19,  -19.79,   -3.51,   -4.00,    0.70,    0.24,    2.70
 52,  14,  3, 1,   19.09,   -5.55,  -19.85,    3.01,    2.00,    1.04,    0.13,    2.43
 11,  14,  4, 1,   19.09,   -6.03,  -19.67,  -11.15,   -4.00,    0.05,    0.10,    1.57
 61,  14,  5, 1,   19.10,   -5.56,  -19.84,    2.64,    8.00,    0.74,    0.04,    2.43
 73,  14,  6, 1,   19.27,   -5.82,  -19.81,   -6.23,    9.00,   -0.93,    0.07,    1.94
  6,  28,  7, 1,   19.12,   -5.93,  -19.74,   -7.08,   -9.00,    0.22,    0.10,    1.15
 43,  28,  8, 1,   19.12,   -5.54,  -19.85,   -0.52,   -1.00,    0.05,    0.27,    2.31
 62,  28,  9, 1,   19.10,   -5.37,  -19.89,    8.34,    6.00,    1.50,    0.18,    1.73
 53,  28, 10, 1,   19.00,   -5.79,  -19.61,  -14.12,  -17.00,   -0.54,    0.06,    2.09
 41,  28, 11, 1,   19.00,   -5.52,  -19.74,   -4.66,   -4.00,    0.59,    0.06,    3.41
 25,  28, 12, 1,   19.04,   -4.01,  -19.68,   -5.64,    4.00,    0.06,    0.05,    2.88
 87,  56, 13, 1,   19.17,   -5.76,  -19.76,   -5.45,   -6.00,   -0.41,    0.35,    2.38
 81,  56, 14, 1,   19.24,   -5.76,  -19.77,   -3.34,   -2.00,   -0.41,    0.12,    1.92
  4,  56, 15, 1,   19.32,   -5.83,  -19.82,   -0.92,    3.00,   -0.31,    0.55,    1.34
 38,  56, 16, 1,   19.11,   -5.42,  -19.82,    0.74,    4.00,    0.54,    0.13,    1.73
  3,  56, 17, 1,   19.08,   -6.12,  -19.58,  -15.62,  -19.00,   -0.45,    0.19,    1.66
 59,  56, 18, 1,   19.02,   -5.72,  -19.66,  -11.46,   -9.00,   -0.45,    0.20,    2.45
 34,   0, 19, 1,   18.80,   -5.56,  -19.70,   -6.95,   -5.70,    1.31,    0.06,    1.46
 57,   0, 20, 1,   19.02,   -5.71,  -19.73,   -7.80,   -5.70,    0.13,    0.11,    1.90
 72,  14,  1, 1,   19.36,   -5.52,  -19.94,    8.00,   13.00,   -0.07,    0.10,    1.69
 15,  14,  2, 1,   19.25,   -5.87,  -19.77,   -5.00,   -4.00,   -0.33,    0.07,    5.42
 49,  14,  3, 1,   19.08,   -5.49,  -19.87,    5.87,    2.00,    1.47,    0.04,    2.30
 83,  14,  4, 1,   19.09,   -5.99,  -19.65,  -12.37,   -4.00,   -0.65,    0.13,    2.04
 95,  14,  5, 1,   19.10,   -5.63,  -19.81,    0.79,    8.00,    0.81,    0.15,    2.94
 74,  14,  6, 1,   19.12,   -5.88,  -19.74,   -8.12,    9.00,   -0.29,    0.07,    1.90
