# VP09   2013-02-25_13-21-54
# Elapsed time of measurement: 1261 s
# Visual calibration
# n,x,y,z,phi,std(phi)
0, 0.00, 0.00, 0.00, 0.00, 0.00


# Localization experiment
# mode: 0 => generic; 14/28/56 => WFS with 14/28/56 loudspeakers
# trial_number, mode, source, n, x, y, z, phi, real_phi, delta, stdev, elapsed_time
  3,  14,  1, 1,   20.49,   -4.74,  -19.59,   15.22,   13.00,   -0.44,    0.16,   12.97
 17,  14,  2, 1,   19.02,   -4.75,  -19.35,   -9.71,   -1.00,    1.11,    0.12,   13.61
  4,  14,  3, 1,   19.80,   -5.00,  -19.44,  -10.84,    8.00,   -2.20,    0.22,   12.68
 24,  14,  4, 1,   19.24,   -3.70,  -19.15,  -21.85,    7.00,   -3.80,    0.20,   12.66
 35,  14,  5, 1,   18.55,   -4.11,  -19.33,  -10.98,   22.00,    3.23,    0.04,   10.36
 81,  14,  6, 1,   20.81,   -3.95,  -19.55,    1.83,   30.00,    0.47,    0.12,   23.53
 99,  28,  7, 1,   21.01,   -5.10,  -19.41,   -3.54,   -9.00,   -1.70,    0.24,    8.78
 38,  28,  8, 1,   19.92,   -3.77,  -19.45,   -6.41,    2.00,   -2.58,    0.15,   12.07
 91,  28,  9, 1,   20.77,   -4.50,  -19.50,   -3.12,   12.00,   -0.21,    0.24,    7.02
 80,  28, 10, 1,   20.65,   -4.36,  -19.23,  -27.50,   -5.00,   -6.52,    0.26,   11.69
 65,  28, 11, 1,   21.06,   -3.83,  -19.21,  -17.89,   12.00,   -6.48,    0.15,   14.14
 54,  28, 12, 1,   19.89,   -4.06,  -19.08,  -13.95,   24.00,   -5.33,    0.16,    8.17
 75,  56, 13, 1,   20.71,   -4.36,  -19.46,   -3.25,   -6.00,   -1.44,    0.11,   10.32
 49,  56, 14, 1,   19.49,   -4.33,  -19.30,   -7.85,    1.00,   -0.54,    0.21,   15.89
  9,  56, 15, 1,   19.66,   -4.94,  -19.39,  -12.36,    9.00,   -1.81,    0.31,   12.05
 41,  56, 16, 1,   19.81,   -3.83,  -19.40,  -10.16,   15.00,   -3.59,    0.31,   18.58
 47,  56, 17, 1,   19.25,   -4.27,  -18.91,  -33.73,   -4.00,   -7.65,    0.27,   17.75
 11,  56, 18, 1,   19.12,   -5.33,  -19.16,  -29.09,   13.00,   -2.68,    0.27,    5.79
 86,   0, 19, 1,   21.26,   -3.24,  -19.38,   -2.33,   -5.70,   -2.52,    0.06,   16.57
 45,   0, 20, 1,   19.88,   -4.31,  -19.48,   -5.48,   -5.70,   -2.56,    0.06,   22.19
 88,  14,  1, 1,   22.30,   -4.03,  -19.71,   18.75,   13.00,   -2.17,    0.17,   20.25
 55,  14,  2, 1,   19.83,   -4.21,  -19.31,   -4.54,   -1.00,   -2.00,    0.18,   10.43
 44,  14,  3, 1,   19.33,   -4.34,  -19.41,  -10.52,    8.00,   -1.07,    0.08,   17.22
 74,  14,  4, 1,   20.72,   -4.34,  -19.32,  -13.60,    7.00,   -3.59,    0.20,    9.40
 34,  14,  5, 1,   19.15,   -3.66,  -19.39,   -8.46,   22.00,    0.66,    0.12,   19.46
 12,  14,  6, 1,   19.57,   -4.69,  -19.37,   -5.09,   30.00,   -0.34,    0.05,   15.19
 70,  28,  7, 1,   20.89,   -4.28,  -19.33,   -6.53,   -9.00,   -2.36,    0.16,    7.74
 79,  28,  8, 1,   21.37,   -4.11,  -19.53,   -2.71,    2.00,   -3.97,    0.35,    6.50
 58,  28,  9, 1,   20.20,   -4.19,  -19.25,   -3.94,   12.00,   -4.31,    0.35,   10.94
 67,  28, 10, 1,   20.44,   -4.45,  -19.12,  -27.65,   -5.00,   -5.94,    0.20,    5.97
  5,  28, 11, 1,   19.47,   -4.90,  -19.25,  -23.23,   12.00,   -3.98,    0.22,   12.80
 93,  28, 12, 1,   20.73,   -4.94,  -19.43,  -10.83,   24.00,   -1.70,    0.19,    4.92
 63,  56, 13, 1,   20.31,   -4.39,  -19.33,   -0.74,   -6.00,   -2.79,    0.15,    7.20
 36,  56, 14, 1,   19.98,   -3.56,  -19.49,   -5.53,    1.00,   -2.39,    0.24,   10.55
 82,  56, 15, 1,   21.40,   -3.29,  -19.50,   -2.82,    9.00,   -3.22,    0.43,    9.63
 77,  56, 16, 1,   21.09,   -4.04,  -19.35,   -4.47,   15.00,   -2.92,    0.29,    6.46
 52,  56, 17, 1,   18.97,   -4.89,  -18.99,  -37.89,   -4.00,   -6.14,    0.09,   14.60
 16,  56, 18, 1,   18.67,   -5.36,  -19.20,  -25.68,   13.00,   -0.07,    0.15,   11.55
 64,   0, 19, 1,   20.47,   -4.27,  -19.42,   -0.39,   -5.70,   -3.27,    0.09,   15.67
 32,   0, 20, 1,   19.29,   -4.26,  -19.53,   -6.43,   -5.70,   -0.17,    0.08,   10.27
 25,  14,  1, 1,   20.20,   -3.80,  -19.57,   11.81,   13.00,    0.06,    0.09,   12.21
 53,  14,  2, 1,   19.90,   -4.34,  -19.26,   -4.28,   -1.00,   -2.31,    0.15,   16.18
 59,  14,  3, 1,   19.40,   -4.19,  -19.10,  -10.77,    8.00,   -1.90,    0.23,   14.80
 95,  14,  4, 1,   21.26,   -4.92,  -19.37,  -11.75,    7.00,   -4.41,    0.25,    9.12
