# VP01   2013-02-21_11-15-17
# Elapsed time of measurement: 213 s
# Visual calibration
# n,x,y,z,phi,std(phi)
0, 0.00, 0.00, 0.00, 0.00, 0.00


# Localization experiment
# mode: 0 => generic; 14/28/56 => WFS with 14/28/56 loudspeakers
# trial_number, mode, source, n, x, y, z, phi, real_phi, delta, stdev, elapsed_time
 10,  14,  1, 1,   17.41,   -2.28,  -22.82,    7.05,   13.00,    0.69,    0.10,    1.73
 71,  14,  2, 1,   17.10,   -1.19,  -22.43,   -5.28,   -4.00,    0.10,    0.06,    2.07
 22,  14,  3, 1,   17.45,   -1.77,  -22.74,    8.65,    2.00,    1.43,    0.20,    1.60
  3,  14,  4, 1,   17.15,   -2.25,  -22.65,  -15.49,   -4.00,   -1.54,    0.10,    4.37
 79,  14,  5, 1,   17.31,   -0.76,  -22.39,    2.16,    8.00,    1.37,    0.11,    2.36
 91,  14,  6, 1,   17.19,   -0.59,  -22.26,   -3.00,    9.00,    0.19,    0.06,    2.17
 78,  28,  7, 1,   17.06,   -0.97,  -22.32,  -10.14,   -9.00,   -1.05,    0.07,    1.25
 63,  28,  8, 1,   17.23,   -0.70,  -22.35,    0.17,   -1.00,    0.59,    0.15,    2.27
 35,  28,  9, 1,   17.41,   -1.50,  -22.63,    6.65,    6.00,    0.70,    0.19,    1.44
 54,  28, 10, 1,   17.16,   -1.34,  -22.38,  -15.71,  -17.00,   -3.05,    0.05,    2.17
 33,  28, 11, 1,   17.27,   -1.90,  -22.62,   -9.76,   -4.00,   -1.37,    0.09,    1.29
 96,  28, 12, 1,   17.35,   -0.69,  -22.33,   -0.83,    4.00,    0.14,    0.11,    2.01
  2,  56, 13, 1,   17.45,   -2.45,  -22.74,  -15.66,   -6.00,   -2.22,    0.25,    1.61
 11,  56, 14, 1,   17.39,   -2.41,  -22.73,  -10.17,   -2.00,   -1.55,    0.25,    1.42
 59,  56, 15, 1,   17.31,   -1.21,  -22.51,    0.64,    3.00,    0.04,    0.04,    2.16
 55,  56, 16, 1,   17.22,   -1.23,  -22.49,   -1.81,    4.00,    0.09,    0.06,    2.21
 66,  56, 17, 1,   17.02,   -1.20,  -22.29,  -20.40,  -19.00,   -3.37,    0.23,    2.21
 42,  56, 18, 1,   17.08,   -1.96,  -22.55,  -15.45,   -9.00,   -2.00,    0.32,    1.69
 36,   0, 19, 1,   17.29,   -1.97,  -22.58,  -13.30,   -5.70,   -2.36,    0.40,    1.53
 48,   0, 20, 1,   17.15,   -1.65,  -22.50,  -13.64,   -5.70,   -2.24,    0.08,    1.42
 44,  14,  1, 1,   17.56,   -1.53,  -22.65,   13.20,   13.00,    1.33,    0.16,    1.59
 23,  14,  2, 1,   17.30,   -2.08,  -22.66,   -9.12,   -4.00,   -0.66,    0.12,    1.90
 43,  14,  3, 1,   17.20,   -1.81,  -22.68,    3.72,    2.00,    0.95,    0.27,    1.67
  4,  14,  4, 1,   17.31,   -2.17,  -22.69,  -11.30,   -4.00,   -1.41,    0.09,    1.76
 32,  14,  5, 1,   17.33,   -1.47,  -22.61,    3.34,    8.00,   -0.11,    0.16,    4.50
 98,  14,  6, 1,   17.40,   -0.70,  -22.35,    0.81,    9.00,    0.39,    0.07,    1.94
 26,  28,  7, 1,   17.28,   -1.94,  -22.61,  -12.98,   -9.00,   -1.90,    0.23,    2.36
 93,  28,  8, 1,   17.26,   -0.90,  -22.36,   -5.48,   -1.00,   -1.00,    0.06,    4.46
