# VP11   2013-10-30_18-03-02
# Elapsed time of measurement: 265 s
# Visual calibration
# n,x,y,z,phi,std(phi)
0, 0.00, 0.00, 0.00, 0.00, 0.00


# Localization experiment
# mode: 0 => generic; 14/28/56/1456 => NFC-HOA with 14/28/56/14 loudspeakers
# trial_number, mode, source, n, x, y, z, phi, real_phi, delta, stdev, elapsed_time
107,   14,  1, 1,   20.13,    2.97,  -25.18,   26.21,   19.00,   -7.20,    0.30,    2.58
 98,   14,  2, 1,   19.03,    2.63,  -25.38,  -10.84,   13.87,   -1.66,    0.57,    2.58
 87,   14,  3, 1,   19.09,    2.40,  -25.45,  -18.65,   -4.95,   -1.48,    0.36,    2.16
110,   14,  4, 1,   19.55,    2.97,  -25.16,  -14.47,   -6.20,   -4.62,    0.38,    2.76
 63,   14,  5, 1,   18.77,    2.52,  -25.45,  -10.50,   -1.75,   -0.68,    0.28,    1.98
108,   28,  6, 1,   19.45,    2.74,  -25.48,  -24.14,    0.00,   -4.34,    0.28,    2.01
 25,   28,  7, 1,   18.35,    1.93,  -25.39,  -21.41,    1.87,    2.80,    0.20,    3.51
 67,   28,  8, 1,   18.85,    2.28,  -25.48,  -19.29,    2.05,   -0.47,    0.22,    1.81
 49,   28,  9, 1,   18.49,    2.18,  -25.47,  -36.42,  -10.20,    0.42,    0.41,    2.11
 93,   28, 10, 1,   18.46,    1.75,  -25.26,  -43.06,    0.25,    2.88,    0.11,    2.33
 55,   56, 11, 1,   18.69,    2.66,  -25.45,  -22.66,  -11.00,   -0.37,    0.34,    2.09
 23,   56, 12, 1,   18.43,    1.16,  -25.20,  -49.54,  -22.13,    3.85,    0.32,    2.63
 92,   56, 13, 1,   18.46,    1.48,  -25.13,  -52.41,  -14.95,    3.17,    0.47,    4.11
 31,   56, 14, 1,   18.88,    2.66,  -25.44,   -1.83,   14.80,   -2.03,    0.31,    3.13
 35,   56, 15, 1,   18.77,    3.08,  -25.42,   -6.90,   17.25,   -1.33,    0.40,    1.77
 37, 1456, 16, 1,   18.53,    2.49,  -25.44,  -25.42,  -11.00,    0.15,    0.05,    2.16
 51, 1456, 17, 1,   18.56,    2.87,  -25.47,   -7.37,   -1.13,    0.23,    0.03,    2.28
  7, 1456, 18, 1,   18.73,    1.90,  -25.48,   -7.74,  -11.95,   -0.28,    0.20,    2.04
 65, 1456, 19, 1,   18.96,    1.85,  -25.38,  -38.86,  -19.20,   -0.08,    0.24,    2.13
 20, 1456, 20, 1,   18.96,    2.30,  -25.41,   17.90,   14.25,   -3.30,    0.21,    2.62
 45,    0, 21, 1,   18.71,    2.72,  -25.47,  -15.97,   -5.70,   -0.57,    0.11,    2.46
109,    0, 22, 1,   19.44,    3.06,  -25.40,  -11.26,   -5.70,   -4.32,    0.16,    2.44
 11,   14,  1, 1,   19.28,    1.82,  -25.35,   20.33,   19.00,   -6.23,    0.41,    3.44
