# VP13   2013-10-31_20-17-00
# Elapsed time of measurement: 1736 s
# Visual calibration
# n,x,y,z,phi,std(phi)
0, 0.00, 0.00, 0.00, 0.00, 0.00


# Localization experiment
# mode: 0 => generic; 14/28/56/1456 => NFC-HOA with 14/28/56/14 loudspeakers
# trial_number, mode, source, n, x, y, z, phi, real_phi, delta, stdev, elapsed_time
 39,   14,  1, 1,   14.93,    2.83,  -26.85,   18.57,   13.00,    0.78,    0.71,   13.30
 90,   14,  2, 1,   14.50,    3.02,  -26.02,   16.16,   -1.00,   -2.75,    0.12,   10.26
115,   14,  3, 1,   15.89,    2.52,  -26.44,   34.92,    8.00,   -3.07,    0.25,    7.63
 91,   14,  4, 1,   12.25,    4.93,  -26.10,   40.67,    7.00,   -9.47,    0.26,   35.61
 58,   14,  5, 1,   11.09,    4.99,  -26.59,   82.91,   22.00,  -10.11,    0.30,   16.71
 20,   14,  6, 1,    9.52,    6.38,  -27.17,  123.69,   30.00,  -12.43,    0.26,   15.08
 94,   28,  7, 1,   16.29,    3.59,  -27.26,   -3.88,   -9.00,   -1.89,    0.16,    7.35
 54,   28,  8, 1,   11.73,    4.55,  -26.73,    2.21,    2.00,   -0.20,    0.14,    7.07
 77,   28,  9, 1,   15.03,    3.14,  -26.32,   13.82,   12.00,   -0.52,    0.20,   15.35
113,   28, 10, 1,   14.62,    4.44,  -26.52,   -6.11,   -5.00,   -3.14,    0.25,   10.83
107,   28, 11, 1,   13.84,    3.07,  -26.51,    7.91,   12.00,   -1.44,    0.68,   17.33
 65,   28, 12, 1,   17.23,    3.04,  -26.73,   -0.01,   24.00,    0.67,    0.08,   17.30
 13,   56, 13, 1,   10.54,    6.84,  -26.89,   -1.16,   -6.00,    4.22,    0.08,    9.47
 63,   56, 14, 1,   18.48,    3.12,  -26.89,    5.06,    1.00,    2.13,    0.19,    8.28
109,   56, 15, 1,   15.49,    4.96,  -26.55,   15.20,    9.00,   -2.18,    0.34,   11.38
 33,   56, 16, 1,   13.40,    4.42,  -26.68,   13.19,   15.00,   -2.59,    0.30,    9.09
112,   56, 17, 1,   14.65,    4.16,  -26.61,   -1.19,   -4.00,   -2.60,    0.20,   11.43
 59,   56, 18, 1,   11.86,    5.05,  -26.49,   28.59,   13.00,   -5.57,    0.14,   16.08
123, 1456, 19, 1,   17.76,   13.66,  -27.08,  -10.90,  -11.00,    1.47,    0.27,    9.19
130, 1456, 20, 1,   13.53,    5.50,  -26.71,   19.55,   11.00,   -4.50,    0.06,    7.10
 16, 1456, 21, 1,   16.81,    2.56,  -26.86,   28.88,   17.00,    0.31,    0.11,    8.01
 14, 1456, 22, 1,   15.44,    4.38,  -26.95,   -8.07,   -7.00,    1.12,    0.32,   13.15
 69, 1456, 23, 1,   13.71,    3.41,  -26.39,   22.45,    3.00,   -0.58,    0.06,   18.61
 89, 1456, 24, 1,   14.75,    3.32,  -25.91,   14.32,   14.00,   -4.03,    0.10,   11.87
 62,    0, 25, 1,   18.81,    2.98,  -26.82,    3.83,   -5.70,   -0.12,    0.09,    8.88
 71,    0, 26, 1,   15.12,    3.27,  -26.43,    0.56,   -5.70,   -1.01,    0.07,   11.09
121,   14,  1, 1,   19.74,   12.21,  -26.90,   24.42,   13.00,   -3.31,    0.62,    8.52
106,   14,  2, 1,   11.86,    5.30,  -26.71,   15.09,   -1.00,   -2.77,    0.12,    9.17
 61,   14,  3, 1,   19.83,    2.32,  -26.64,   28.07,    8.00,    0.32,    0.40,    7.53
128,   14,  4, 1,   16.09,    3.84,  -26.74,   33.44,    7.00,   -3.63,    0.38,   15.80
 10,   14,  5, 1,   13.93,    1.96,  -26.57,   90.51,   22.00,   -9.49,    0.38,   59.09
 81,   14,  6, 1,    8.94,    6.08,  -26.67,  122.94,   30.00,  -11.48,    0.35,   16.02
 97,   28,  7, 1,   16.38,    3.25,  -27.35,   -5.07,   -9.00,   -1.71,    0.32,    7.61
 15,   28,  8, 1,   16.25,    3.89,  -26.80,    5.74,    2.00,    0.39,    0.37,   10.92
 31,   28,  9, 1,   15.28,    3.34,  -26.72,   19.04,   12.00,   -2.89,    0.28,   12.57
 46,   28, 10, 1,   15.09,    3.69,  -26.79,   -2.35,   -5.00,   -0.95,    0.35,   12.72
 76,   28, 11, 1,   14.68,    3.48,  -26.35,    1.90,   12.00,   -1.60,    0.34,   14.70
  1,   28, 12, 1,   15.43,    4.58,  -26.89,    4.42,   24.00,   -0.07,    0.41,   14.63
  9,   56, 13, 1,   13.62,    5.15,  -26.77,   -3.71,   -6.00,   -1.35,    0.26,   13.90
  5,   56, 14, 1,   15.50,    4.45,  -26.83,    4.30,    1.00,   -0.54,    0.13,   10.38
 25,   56, 15, 1,   13.44,    4.35,  -26.67,   12.00,    9.00,   -3.07,    0.27,   10.44
 47,   56, 16, 1,   16.11,    2.16,  -26.66,   25.08,   15.00,   -1.53,    0.33,   15.83
 29,   56, 17, 1,   14.08,    4.06,  -26.83,   -2.02,   -4.00,   -0.10,    0.63,   16.48
 85,   56, 18, 1,   14.89,    2.77,  -25.91,   21.37,   13.00,   -4.34,    0.31,    5.98
 30, 1456, 19, 1,   13.96,    3.76,  -26.95,   -6.01,  -11.00,    0.51,    0.15,   10.73
 18, 1456, 20, 1,   13.05,    4.99,  -26.67,    9.03,   11.00,   -3.94,    0.52,   12.34
  8, 1456, 21, 1,   15.27,    3.59,  -26.69,   27.98,   17.00,   -3.83,    0.08,   12.06
