# VP02   2013-10-16_17-32-31
# Elapsed time of measurement: 1658 s
# Visual calibration
# n,x,y,z,phi,std(phi)
0, 0.00, 0.00, 0.00, 0.00, 0.00


# Localization experiment
# mode: 0 => generic; 14/28/56/1456 => NFC-HOA with 14/28/56/14 loudspeakers
# trial_number, mode, source, n, x, y, z, phi, real_phi, delta, stdev, elapsed_time
115,   14,  1, 1,   17.04,    7.58,  -30.82,    8.99,   13.00,   -3.28,    0.11,    6.32
127,   14,  2, 1,   16.26,    7.60,  -31.10,   -8.09,   -1.00,   -1.39,    0.11,   11.16
 33,   14,  3, 1,   14.39,    7.21,  -30.34,   11.02,    8.00,   -4.65,    0.56,   23.63
 85,   14,  4, 1,   17.58,    9.85,  -30.20,    6.46,    7.00,   -7.66,    0.74,   29.63
 89,   14,  5, 1,   18.90,    9.40,  -29.87,   29.04,   22.00,   -7.58,    0.39,   12.16
105,   14,  6, 1,   14.06,   -0.48,  -29.44,  104.02,   30.00,  -30.81,    0.52,   20.72
 73,   28,  7, 1,   15.33,    8.01,  -30.94,  -11.69,   -9.00,   -1.18,    0.25,    8.93
107,   28,  8, 1,   15.24,    7.56,  -30.39,   -4.61,    2.00,   -4.02,    0.18,   10.34
 60,   28,  9, 1,   16.16,    8.07,  -30.86,    3.06,   12.00,   -2.62,    0.53,    8.52
 96,   28, 10, 1,   13.78,    6.69,  -30.49,  -41.08,   -5.00,   -5.14,    0.75,   12.21
122,   28, 11, 1,   16.13,    8.31,  -30.79,  -18.08,   12.00,   -3.29,    0.23,   15.28
 19,   28, 12, 1,   13.04,    3.02,  -29.96,  -14.80,   24.00,   -1.55,    0.25,    5.92
 63,   56, 13, 1,   15.00,    7.86,  -31.02,  -17.67,   -6.00,   -0.95,    0.32,    6.87
 28,   56, 14, 1,   14.22,    6.03,  -30.48,    2.56,    1.00,   -3.30,    0.23,    9.18
121,   56, 15, 1,   17.14,    8.05,  -30.94,    2.81,    9.00,   -3.33,    0.20,    7.10
124,   56, 16, 1,   17.21,    9.41,  -30.52,    0.33,   15.00,   -4.50,    0.24,   11.27
 97,   56, 17, 1,   14.47,    8.45,  -30.35,  -14.28,   -4.00,   -2.31,    0.08,   14.27
 36,   56, 18, 1,   13.81,    6.96,  -30.80,  -19.28,   13.00,   -1.81,    0.23,    9.33
 42, 1456, 19, 1,   14.09,    7.87,  -30.70,  -17.32,  -11.00,   -1.97,    0.09,    7.45
 86, 1456, 20, 1,   17.31,    9.28,  -30.42,    7.69,   11.00,   -5.96,    0.11,    5.97
 56, 1456, 21, 1,   17.04,    6.78,  -30.91,   13.25,   17.00,   -5.82,    0.06,   19.62
 18, 1456, 22, 1,   12.63,    2.73,  -30.00,  -20.18,   -7.00,   -1.03,    0.06,   15.13
 71, 1456, 23, 1,   15.82,    7.88,  -30.89,   -8.78,    3.00,   -2.49,    0.05,   20.88
 43, 1456, 24, 1,   13.53,    8.17,  -30.52,  -21.13,   14.00,   -1.41,    0.29,   20.52
123,    0, 25, 1,   16.37,    9.07,  -30.68,   -8.31,   -5.70,   -2.67,    0.14,    7.96
 12,    0, 26, 1,   13.45,    2.61,  -29.95,  -13.90,   -5.70,   -1.11,    0.09,    6.07
 76,   14,  1, 1,   16.28,    7.94,  -30.75,    8.11,   13.00,   -2.18,    0.13,    8.70
 49,   14,  2, 1,   14.52,    8.16,  -30.63,   -4.57,   -1.00,   -1.86,    0.19,   13.35
 69,   14,  3, 1,   17.40,    8.01,  -30.63,   15.25,    8.00,   -6.07,    0.71,   20.66
 67,   14,  4, 1,   15.98,    9.22,  -30.53,   -3.32,    7.00,   -2.62,    0.15,    7.40
117,   14,  5, 1,   17.04,    6.70,  -29.44,   41.55,   22.00,  -12.84,    1.15,   26.99
 38,   14,  6, 1,   13.59,    3.56,  -29.34,  108.87,   30.00,  -30.45,    0.16,   34.39
110,   28,  7, 1,   15.74,    8.53,  -30.76,  -15.89,   -9.00,   -2.85,    0.11,    8.01
 30,   28,  8, 1,   13.85,    5.66,  -30.62,   -6.63,    2.00,   -3.77,    0.23,    6.44
 35,   28,  9, 1,   14.60,    6.97,  -30.73,   -3.74,   12.00,   -2.31,    0.21,   13.54
  8,   28, 10, 1,   13.03,    1.72,  -29.96,  -30.99,   -5.00,   -2.68,    0.20,   14.22
 26,   28, 11, 1,   13.38,    4.96,  -30.77,  -20.36,   12.00,   -2.57,    0.17,    7.71
 92,   28, 12, 1,   14.68,    8.25,  -30.75,  -23.94,   24.00,   -2.09,    0.13,    7.15
 59,   56, 13, 1,   15.83,    7.60,  -30.97,   -5.44,   -6.00,   -1.98,    0.16,    7.46
 24,   56, 14, 1,   14.85,    5.62,  -30.64,    1.98,    1.00,   -4.56,    0.32,    5.29
 13,   56, 15, 1,   13.51,    1.25,  -30.04,  -10.23,    9.00,    0.48,    0.17,   13.14
126,   56, 16, 1,   16.55,    8.73,  -30.74,   -6.24,   15.00,   -3.11,    0.72,   20.19
  5,   56, 17, 1,   13.50,    3.50,  -30.01,  -13.66,   -4.00,   -3.47,    0.39,    9.21
  4,   56, 18, 1,   13.78,    2.76,  -30.11,  -10.81,   13.00,   -3.37,    0.33,   11.07
129, 1456, 19, 1,   15.58,    9.31,  -30.55,  -17.93,  -11.00,   -2.91,    0.15,    6.66
100, 1456, 20, 1,   15.99,    8.89,  -30.19,    7.44,   11.00,   -3.05,    0.11,   10.93
 57, 1456, 21, 1,   16.94,    7.38,  -30.80,   12.36,   17.00,   -4.68,    0.18,    6.05
102, 1456, 22, 1,   14.87,    7.20,  -30.73,  -15.44,   -7.00,   -2.22,    0.07,    6.24
  6, 1456, 23, 1,   13.70,    2.79,  -30.06,  -13.43,    3.00,   -2.08,    0.71,   22.01
 99, 1456, 24, 1,   15.61,    8.27,  -30.38,    5.63,   14.00,   -2.13,    0.13,   14.34
106,    0, 25, 1,   16.14,    7.40,  -30.86,  -11.62,   -5.70,   -3.52,    0.10,    8.16
 58,    0, 26, 1,   15.69,    7.17,  -31.10,   -9.84,   -5.70,   -1.74,    0.08,    5.24
 21,   14,  1, 1,   14.20,    3.41,  -30.02,    9.20,   13.00,   -0.64,    0.13,    8.11
 11,   14,  2, 1,   13.55,    2.78,  -30.03,   -8.11,   -1.00,   -0.05,    0.23,    9.79
 54,   14,  3, 1,   16.66,    9.13,  -30.49,    8.25,    8.00,   -3.35,    0.19,   14.34
 66,   14,  4, 1,   15.60,    9.35,  -30.51,   -7.67,    7.00,   -2.64,    0.44,   17.06
 94,   14,  5, 1,   18.35,    6.06,  -29.83,   55.70,   22.00,  -10.92,    1.05,   50.48
 22,   14,  6, 1,   15.07,   -1.33,  -30.06,   99.29,   30.00,  -32.08,    1.01,   55.07
 80,   28,  7, 1,   15.05,    8.04,  -30.68,  -18.20,   -9.00,   -1.80,    0.19,    6.58
 40,   28,  8, 1,   14.67,    8.15,  -30.64,   -7.45,    2.00,   -2.08,    0.07,    9.28
 41,   28,  9, 1,   14.70,    8.49,  -30.52,   -6.60,   12.00,   -2.55,    0.29,    6.10
 46,   28, 10, 1,   12.94,    7.19,  -30.55,  -40.15,   -5.00,   -4.07,    0.43,    9.45
 34,   28, 11, 1,   13.83,    6.42,  -30.99,  -22.29,   12.00,   -1.62,    0.48,   12.85
 44,   28, 12, 1,   13.48,    8.31,  -30.47,  -21.96,   24.00,   -1.69,    0.25,    6.69
 20,   56, 13, 1,   13.13,    3.27,  -29.98,  -12.64,   -6.00,   -1.45,    0.17,    5.26
116,   56, 14, 1,   16.14,    7.88,  -30.95,   -2.54,    1.00,   -0.99,    0.47,    6.55
125,   56, 15, 1,   17.13,    8.99,  -30.61,    5.16,    9.00,   -3.15,    0.16,    9.15
  3,   56, 16, 1,   13.92,    2.84,  -30.14,    0.07,   15.00,   -1.45,    0.05,   13.32
 70,   56, 17, 1,   15.52,    8.01,  -31.02,   -7.51,   -4.00,   -1.11,    0.58,   11.55
 72,   56, 18, 1,   17.93,    8.32,  -30.45,   20.55,   13.00,   -6.83,    0.24,   13.97
 16, 1456, 19, 1,   13.49,    1.24,  -30.03,  -17.10,  -11.00,   -1.43,    0.20,   12.92
