# VP09   2013-11-01_17-13-35
# Elapsed time of measurement: 534 s
# Visual calibration
# n,x,y,z,phi,std(phi)
0, 0.00, 0.00, 0.00, 0.00, 0.00


# Localization experiment
# mode: 0 => generic; 14/28/56/1456 => NFC-HOA with 14/28/56/14 loudspeakers
# trial_number, mode, source, n, x, y, z, phi, real_phi, delta, stdev, elapsed_time
105,   14,  1, 1,   19.31,    1.85,  -28.27,  -23.73,   12.00,   -4.98,    0.17,    2.36
 11,   14,  2, 1,   21.10,   -0.44,  -28.58,   19.68,    4.60,   -0.95,    0.44,    5.34
 56,   14,  3, 1,   20.69,    1.42,  -28.65,    6.78,    6.25,    2.01,    0.97,    3.63
 71,   14,  4, 1,   20.81,    0.49,  -28.31,    5.93,   -4.99,   -0.15,    0.52,    1.86
 84,   14,  5, 1,   19.92,    1.62,  -28.31,  -11.54,  -17.10,   -2.77,    1.12,   10.44
 76,   28,  6, 1,   20.55,   -1.20,  -28.34,   22.64,   20.00,   -0.01,    0.88,    4.80
 86,   28,  7, 1,   20.01,    1.16,  -28.17,  -11.52,  -19.40,   -4.15,    0.63,    3.48
 12,   28,  8, 1,   20.94,    3.91,  -28.65,  -28.55,  -17.75,   -3.83,    0.80,    5.40
 16,   28,  9, 1,   20.95,    2.54,  -28.69,  -11.93,  -11.99,   -1.41,    0.58,    4.06
 85,   28, 10, 1,   19.30,    0.71,  -28.64,   15.43,    6.90,    3.97,    0.57,    2.70
 35,   56, 11, 1,   20.17,    2.10,  -28.64,  -15.69,   -3.00,   -0.79,    0.55,    2.65
  3,   56, 12, 1,   21.49,    2.72,  -28.86,    5.83,  -12.40,    1.66,    0.68,    6.47
 73,   56, 13, 1,   20.56,    0.02,  -28.44,    8.98,    9.25,    1.41,    0.73,    5.89
 38,   56, 14, 1,   20.72,    1.11,  -28.23,    5.54,   -5.99,    0.21,    0.60,    3.89
 68,   56, 15, 1,   20.06,    2.57,  -28.28,  -18.61,  -17.10,   -0.96,    0.32,   12.15
 88, 1456, 16, 1,   19.17,   -1.11,  -28.42,   27.82,   11.00,    1.26,    0.27,    3.32
  7, 1456, 17, 1,   20.85,    2.16,  -28.91,  -10.06,  -15.40,    0.71,    0.26,   14.40
 93, 1456, 18, 1,   20.03,   -0.95,  -28.21,   16.57,  -16.75,   -1.87,    0.17,    4.65
 80, 1456, 19, 1,   20.36,    1.48,  -28.32,   -6.53,   -8.99,   -0.33,    0.10,    7.42
 18, 1456, 20, 1,   21.06,    2.29,  -28.51,  -11.13,   -6.10,   -2.21,    0.19,    2.62
 62,    0, 21, 1,   20.45,    0.28,  -28.43,   16.15,   -5.70,    1.24,    0.18,    5.18
 19,    0, 22, 1,   21.26,    0.12,  -28.56,    6.30,   -5.70,   -0.24,    0.30,    6.22
 72,   14,  1, 1,   20.55,    1.62,  -28.30,  -14.09,   12.00,   -2.59,    0.05,    4.40
 89,   14,  2, 1,   19.58,   -0.45,  -28.37,   17.83,    4.60,    1.22,    0.29,    2.80
 63,   14,  3, 1,   20.88,    0.65,  -28.09,    9.49,    6.25,   -0.66,    0.37,    5.12
  6,   14,  4, 1,   21.15,    1.79,  -28.99,    8.82,   -4.99,    1.32,    0.68,    7.01
 21,   14,  5, 1,   20.35,    1.27,  -28.98,   -1.62,  -17.10,    0.93,    1.44,    7.58
 43,   28,  6, 1,   20.69,   -0.14,  -28.37,    7.45,   20.00,   -1.06,    0.29,    3.28
 87,   28,  7, 1,   19.62,    1.64,  -28.27,  -13.28,  -19.40,   -2.95,    0.23,    3.27
 66,   28,  8, 1,   20.41,   -0.94,  -28.62,    9.44,  -17.75,    0.06,    0.88,    7.69
 39,   28,  9, 1,   20.69,   -0.27,  -28.42,    5.31,  -11.99,   -1.69,    0.91,    4.00
 37,   28, 10, 1,   20.89,    0.28,  -28.33,    8.04,    6.90,   -1.04,    0.82,    4.08
 92,   56, 11, 1,   19.50,   -0.09,  -28.38,   15.48,   -3.00,    1.16,    0.47,    3.77
100,   56, 12, 1,   19.02,    2.29,  -28.33,  -24.88,  -12.40,   -4.39,    0.30,    3.88
 47,   56, 13, 1,   20.63,   -0.21,  -28.45,    9.74,    9.25,    1.22,    0.16,    9.30
 78,   56, 14, 1,   20.96,    0.61,  -28.13,    0.28,   -5.99,   -2.27,    0.47,    5.96
 65,   56, 15, 1,   20.31,    1.04,  -28.52,   10.32,  -17.10,    2.00,    0.74,    4.11
 99, 1456, 16, 1,   19.51,   -1.34,  -28.24,   19.47,   11.00,   -0.78,    0.19,    3.14
 57, 1456, 17, 1,   20.95,    0.46,  -28.47,   10.20,  -15.40,    0.01,    0.29,    5.86
 32, 1456, 18, 1,   19.89,    3.45,  -28.50,  -33.65,  -16.75,   -5.42,    1.77,    2.57
  8, 1456, 19, 1,   21.01,    3.18,  -28.70,  -12.61,   -8.99,   -1.01,    0.34,    9.09
 82, 1456, 20, 1,   20.46,    1.18,  -28.28,   -7.29,   -6.10,   -1.49,    0.09,    2.10
 48,    0, 21, 1,   20.30,    2.07,  -28.41,  -15.89,   -5.70,   -1.01,    0.15,    6.61
 77,    0, 22, 1,   20.86,    1.66,  -28.30,  -17.09,   -5.70,   -3.96,    0.19,    2.17
 79,   14,  1, 1,   21.24,   -0.45,  -28.16,    9.47,   12.00,   -2.02,    0.42,    4.38
 33,   14,  2, 1,   20.64,    0.44,  -28.47,    6.28,    4.60,    0.25,    0.32,    3.06
 91,   14,  3, 1,   19.61,   -0.69,  -28.25,   19.72,    6.25,    0.82,    0.96,    3.82
 26,   14,  4, 1,   21.14,    0.82,  -28.42,    9.41,   -4.99,    0.23,    0.60,    3.24
 10,   14,  5, 1,   20.26,    2.91,  -28.94,  -18.10,  -17.10,    0.73,    0.79,    7.08
