# VP13   2013-10-31_19-03-28
# Elapsed time of measurement: 1325 s
# Visual calibration
# n,x,y,z,phi,std(phi)
0, 0.00, 0.00, 0.00, 0.00, 0.00


# Localization experiment
# mode: 0 => generic; 14/28/56/1456 => NFC-HOA with 14/28/56/14 loudspeakers
# trial_number, mode, source, n, x, y, z, phi, real_phi, delta, stdev, elapsed_time
 27,   14,  1, 1,   18.64,    4.22,  -26.80,   11.55,   12.00,   -2.09,    0.24,    4.93
  7,   14,  2, 1,   18.21,    5.27,  -27.29,    1.28,    9.00,   -2.97,    0.11,   16.31
  5,   14,  3, 1,   17.95,    5.42,  -27.27,    7.02,   15.00,   -0.01,    0.19,   13.30
 60,   14,  4, 1,   19.40,    2.28,  -26.38,   60.37,    9.00,   -3.53,    0.16,   30.86
 76,   14,  5, 1,   17.56,    2.44,  -26.24,   69.98,    4.00,   -4.44,    0.25,   20.28
 91,   28,  6, 1,   15.64,    4.30,  -26.49,   19.31,   20.00,   -2.28,    0.22,    8.94
 20,   28,  7, 1,   17.13,    6.65,  -27.15,  -12.21,  -15.00,   -2.04,    0.22,    6.12
 52,   28,  8, 1,   18.88,    4.75,  -26.89,  -15.99,   -9.00,   -2.30,    0.25,   13.69
 59,   28,  9, 1,   18.31,    4.99,  -26.70,  -10.79,    1.00,   -2.66,    0.48,    5.70
 23,   28, 10, 1,   18.94,    5.56,  -27.06,   24.36,   25.00,   -0.56,    0.92,   10.66
 61,   56, 11, 1,   16.80,    4.52,  -26.65,    1.80,   -3.00,   -0.37,    0.24,    9.90
 71,   56, 12, 1,   18.36,    4.89,  -26.66,   -4.84,   -8.00,   -1.65,    0.55,    5.51
 56,   56, 13, 1,   19.27,    4.39,  -26.87,   19.06,   18.00,    1.26,    0.33,   13.58
 79,   56, 14, 1,   15.33,    5.29,  -26.48,    4.78,    7.00,   -2.74,    0.41,   19.90
 70,   56, 15, 1,   18.71,    4.54,  -26.72,    2.64,    0.00,   -1.49,    0.37,   13.49
 43, 1456, 16, 1,   18.24,    4.80,  -26.80,    5.68,   11.00,   -0.82,    0.03,    7.13
  6, 1456, 17, 1,   17.43,    5.63,  -27.27,   -9.47,  -11.00,   -1.96,    0.25,    7.84
 66, 1456, 18, 1,   16.65,    4.90,  -26.64,    3.86,   -8.00,    0.80,    0.44,   10.02
 44, 1456, 19, 1,   17.86,    4.69,  -26.87,   -2.98,    4.00,   -1.64,    0.08,   17.61
  9, 1456, 20, 1,   17.83,    6.09,  -27.17,   -2.17,   11.00,   -2.24,    0.04,    6.17
 53,    0, 21, 1,   18.02,    4.51,  -26.73,    1.28,   -5.70,   -1.73,    0.42,   11.12
 89,    0, 22, 1,   16.20,    3.93,  -26.87,   -4.13,   -5.70,    1.02,    0.12,    7.84
