# VP08   2013-10-24_19-02-42
# Elapsed time of measurement: 782 s
# Visual calibration
# n,x,y,z,phi,std(phi)
0, 0.00, 0.00, 0.00, 0.00, 0.00


# Localization experiment
# mode: 0 => generic; 14/28/56/1456 => NFC-HOA with 14/28/56/14 loudspeakers
# trial_number, mode, source, n, x, y, z, phi, real_phi, delta, stdev, elapsed_time
  2,   14,  1, 1,   15.61,    7.73,  -24.98,   13.86,   19.00,   -1.21,    0.18,    3.80
 41,   14,  2, 1,   15.61,    8.64,  -24.24,   20.77,   20.00,   -3.02,    0.18,    9.22
 33,   14,  3, 1,   16.34,    8.04,  -24.82,    9.40,    9.00,   -5.10,    0.30,    4.99
 83,   14,  4, 1,   15.96,    8.47,  -24.74,    5.98,   15.00,   -5.36,    0.28,    7.53
 47,   14,  5, 1,   16.03,    8.05,  -24.80,    6.85,   18.00,   -3.98,    0.28,   12.10
 90,   28,  6, 1,   16.75,   10.70,  -23.21,   -9.15,    0.00,   -5.84,    0.62,    2.51
 18,   28,  7, 1,   16.13,   11.58,  -22.25,   -1.46,   10.00,   -2.63,    0.22,    7.32
  1,   28,  8, 1,   15.87,    7.74,  -25.27,  -15.00,   18.00,    0.32,    0.24,   10.15
 49,   28,  9, 1,   16.87,    8.96,  -24.39,   -5.59,   13.00,   -4.07,    0.24,    4.01
 64,   28, 10, 1,   15.27,    9.42,  -24.14,    3.59,   29.00,   -1.32,    0.12,    3.30
 81,   56, 11, 1,   16.65,    9.40,  -24.10,  -21.03,  -11.00,   -4.77,    0.20,    4.10
  8,   56, 12, 1,   16.60,    7.89,  -25.07,  -23.17,  -13.00,   -3.03,    0.76,    5.17
 48,   56, 13, 1,   16.81,    8.47,  -24.61,   -4.52,   -1.00,   -4.24,    0.42,    7.67
 28,   56, 14, 1,   16.23,    9.54,  -24.09,   19.36,   43.00,   -6.10,    0.49,    6.76
 10,   56, 15, 1,   16.18,    9.14,  -23.18,   41.71,   45.00,   -4.82,    0.12,   14.61
 76, 1456, 16, 1,   16.43,    8.76,  -24.60,  -24.87,  -11.00,   -3.84,    0.05,    8.93
103, 1456, 17, 1,   16.91,    9.88,  -24.01,    0.11,    8.00,   -3.12,    0.09,   15.20
 53, 1456, 18, 1,   16.99,    8.73,  -24.60,  -14.73,    2.00,   -6.27,    0.25,    6.61
 80, 1456, 19, 1,   15.83,    8.88,  -24.42,    7.20,    9.00,   -6.01,    0.25,    8.99
 84, 1456, 20, 1,   15.58,    8.38,  -24.57,   20.62,   42.00,   -5.74,    0.16,   15.86
  9,    0, 21, 1,   15.41,    8.19,  -24.97,   -9.61,   -5.70,   -1.86,    0.56,    3.10
110,    0, 22, 1,   16.77,   10.58,  -23.10,  -16.66,   -5.70,   -3.41,    0.12,    3.83
 17,   14,  1, 1,   16.72,   10.49,  -23.02,   15.23,   19.00,   -5.75,    0.17,    4.76
 69,   14,  2, 1,   14.66,    5.06,  -26.26,   17.07,   20.00,   -7.17,    0.24,    5.97
 39,   14,  3, 1,   17.27,   10.09,  -23.81,    3.68,    9.00,   -3.49,    0.31,    9.04
 45,   14,  4, 1,   16.32,    8.25,  -24.62,   14.80,   15.00,   -9.25,    0.11,    5.23
 79,   14,  5, 1,   16.28,    8.08,  -24.63,   12.46,   18.00,  -10.38,    0.30,    9.98
 93,   28,  6, 1,   16.30,   10.88,  -23.05,  -13.46,    0.00,   -4.05,    0.06,    4.42
 30,   28,  7, 1,   16.28,    7.48,  -25.50,   -1.98,   10.00,   -1.00,    0.12,    3.29
 73,   28,  8, 1,   15.71,    6.44,  -25.77,    9.33,   18.00,   -1.09,    0.19,    6.80
 67,   28,  9, 1,   15.77,    6.61,  -25.87,   -2.11,   13.00,   -4.56,    0.29,    4.00
108,   28, 10, 1,   16.79,   11.52,  -21.82,  -11.41,   29.00,   -2.74,    0.35,    7.61
 16,   56, 11, 1,   16.78,    8.90,  -24.79,  -17.46,  -11.00,   -3.83,    0.11,    4.26
 82,   56, 12, 1,   16.54,    9.94,  -23.51,  -20.54,  -13.00,   -4.89,    0.12,    3.20
 50,   56, 13, 1,   16.60,    7.92,  -25.32,   -2.89,   -1.00,   -1.77,    0.12,    6.32
 60,   56, 14, 1,   16.20,   12.26,  -21.52,   31.95,   43.00,    1.24,    0.45,   11.55
100,   56, 15, 1,   16.75,    9.17,  -23.41,   29.80,   45.00,   -9.23,    0.22,    4.16
 56, 1456, 16, 1,   17.13,   10.24,  -23.73,  -18.38,  -11.00,   -5.99,    0.14,    8.39
 89, 1456, 17, 1,   16.73,   10.54,  -23.42,  -13.53,    8.00,   -5.48,    0.44,    4.30
 58, 1456, 18, 1,   16.85,    9.97,  -23.87,  -14.18,    2.00,   -5.13,    0.08,    5.82
  4, 1456, 19, 1,   16.94,    8.07,  -25.54,  -20.92,    9.00,   -2.09,    0.11,   16.46
 71, 1456, 20, 1,   16.53,    9.82,  -23.60,   17.02,   42.00,   -3.38,    0.12,    8.35
 99,    0, 21, 1,   17.15,    9.06,  -24.68,  -13.30,   -5.70,   -5.41,    0.11,    3.37
 32,    0, 22, 1,   17.37,    8.26,  -25.09,   -7.29,   -5.70,   -4.66,    0.10,   11.88
 43,   14,  1, 1,   16.25,   10.41,  -23.22,   16.04,   19.00,   -2.16,    0.18,    3.80
 13,   14,  2, 1,   16.18,    8.60,  -24.37,   20.06,   20.00,   -6.90,    0.25,   11.23
 86,   14,  3, 1,   15.33,    9.25,  -24.41,   13.59,    9.00,   -3.49,    0.45,    3.85
 24,   14,  4, 1,   15.56,   10.32,  -23.75,   12.40,   15.00,   -4.64,    0.30,   16.23
 15,   14,  5, 1,   16.23,    9.08,  -24.46,    3.98,   18.00,   -4.97,    0.17,    7.34
 68,   28,  6, 1,   16.38,    5.56,  -26.04,   -0.37,    0.00,   -8.85,    0.15,    4.24
 87,   28,  7, 1,   15.68,   10.84,  -23.50,   -8.09,   10.00,   -4.74,    0.37,    6.29
 62,   28,  8, 1,   14.92,    9.04,  -24.48,    6.71,   18.00,   -1.63,    0.44,    7.60
 54,   28,  9, 1,   17.46,    9.09,  -24.40,  -13.83,   13.00,   -7.95,    0.19,    4.70
 38,   28, 10, 1,   17.44,   10.13,  -23.96,   -1.39,   29.00,   -2.50,    0.08,    8.28
  7,   56, 11, 1,   15.91,    8.35,  -24.94,  -13.77,  -11.00,   -2.74,    0.20,    5.22
 91,   56, 12, 1,   16.15,   11.51,  -22.65,  -17.46,  -13.00,   -2.72,    0.25,    2.87
 77,   56, 13, 1,   16.32,   10.32,  -23.15,  -10.53,   -1.00,   -5.32,    0.21,    5.08
106,   56, 14, 1,   18.28,   10.51,  -21.62,   31.49,   43.00,   -8.15,    0.10,    5.23
101,   56, 15, 1,   17.40,    8.88,  -23.51,   30.98,   45.00,  -11.16,    0.21,    1.51
 51, 1456, 16, 1,   16.01,    8.61,  -24.38,  -18.43,  -11.00,   -1.44,    0.10,    7.38
 98, 1456, 17, 1,   16.52,    7.58,  -25.26,    2.24,    8.00,   -7.65,    0.11,    5.74
 36, 1456, 18, 1,   17.30,    9.74,  -24.13,  -25.63,    2.00,   -3.35,    0.16,   12.26
 27, 1456, 19, 1,   16.54,    8.77,  -25.05,  -26.52,    9.00,   -2.66,    0.06,   10.23
 31, 1456, 20, 1,   16.10,   10.76,  -22.75,    7.02,   42.00,   -2.14,    0.08,    8.20
 19,    0, 21, 1,   16.00,    8.34,  -25.09,  -11.45,   -5.70,   -0.22,    0.09,   11.97
 25,    0, 22, 1,   16.02,   10.10,  -24.06,  -13.45,   -5.70,   -3.86,    0.14,    4.40
 72,   14,  1, 1,   15.65,    7.72,  -25.16,   14.10,   19.00,   -3.28,    0.14,    2.58
 70,   14,  2, 1,   15.63,    5.98,  -25.58,   17.39,   20.00,  -10.74,    0.23,    1.75
 44,   14,  3, 1,   16.32,   10.20,  -23.63,    3.25,    9.00,   -3.39,    0.11,    6.23
 97,   14,  4, 1,   15.03,    5.63,  -26.16,    4.86,   15.00,   -5.59,    0.26,    5.95
 65,   14,  5, 1,   16.20,    9.24,  -24.17,    9.03,   18.00,   -4.23,    0.27,    5.77
 14,   28,  6, 1,   16.44,    8.86,  -24.80,   -6.15,    0.00,   -3.71,    0.26,    5.42
105,   28,  7, 1,   16.83,   10.59,  -23.04,   -3.12,   10.00,   -4.15,    0.45,    2.39
 22,   28,  8, 1,   16.08,    9.43,  -24.22,    6.83,   18.00,   -4.76,    0.30,    8.82
 26,   28,  9, 1,   15.63,   10.18,  -23.92,  -12.18,   13.00,   -3.05,    0.30,    5.82
 35,   28, 10, 1,   16.54,    9.35,  -24.11,   -4.94,   29.00,   -2.30,    0.52,    9.49
  5,   56, 11, 1,   15.89,    7.66,  -25.31,  -15.09,  -11.00,   -1.80,    0.10,   14.36
 11,   56, 12, 1,   15.62,    8.34,  -24.85,  -21.08,  -13.00,   -1.18,    0.11,    7.32
102,   56, 13, 1,   15.80,   10.08,  -23.82,  -10.77,   -1.00,   -2.99,    0.26,    7.71
 95,   56, 14, 1,   17.96,   12.14,  -20.55,   34.07,   43.00,   -4.97,    0.14,    5.70
 74,   56, 15, 1,   15.65,    7.32,  -24.99,   24.68,   45.00,   -3.71,    0.48,    3.63
 96, 1456, 16, 1,   15.78,   11.06,  -22.69,  -18.95,  -11.00,   -2.34,    0.07,    4.02
  3, 1456, 17, 1,   15.64,    7.78,  -24.98,   10.42,    8.00,   -3.37,    0.15,    8.46
 85, 1456, 18, 1,   14.82,   10.17,  -23.61,  -17.46,    2.00,   -0.31,    0.13,    3.64
 52, 1456, 19, 1,   16.15,    8.87,  -24.43,   -4.76,    9.00,   -3.61,    0.05,    9.43
107, 1456, 20, 1,   17.02,   12.34,  -21.41,    7.09,   42.00,   -4.15,    0.09,    6.61
 59,    0, 21, 1,   14.91,    9.84,  -24.31,  -12.97,   -5.70,    1.59,    0.45,   17.49
 75,    0, 22, 1,   16.54,    7.92,  -25.26,   -9.92,   -5.70,    0.20,    0.14,    4.47
 88,   14,  1, 1,   17.01,   11.06,  -22.27,   18.06,   19.00,   -6.07,    0.53,    3.54
 29,   14,  2, 1,   15.82,    7.45,  -25.33,   11.56,   20.00,   -1.87,    0.23,   10.16
 21,   14,  3, 1,   15.47,    8.93,  -24.57,   11.04,    9.00,   -2.87,    0.29,    5.84
 34,   14,  4, 1,   15.91,    7.99,  -25.23,    0.54,   15.00,   -0.94,    0.58,   12.65
 61,   14,  5, 1,   15.42,    8.99,  -24.82,    9.31,   18.00,    0.30,    0.05,   13.35
  6,   28,  6, 1,   15.46,    8.11,  -24.98,   -5.74,    0.00,   -2.35,    0.17,    3.89
 63,   28,  7, 1,   15.19,    9.00,  -24.55,    5.04,   10.00,   -1.88,    0.31,    3.26
 37,   28,  8, 1,   16.70,    9.71,  -24.50,   -2.74,   18.00,   -2.83,    0.23,    5.20
 57,   28,  9, 1,   17.46,   10.08,  -23.53,  -11.05,   13.00,   -5.76,    0.47,    5.61
 94,   28, 10, 1,   16.74,   10.90,  -22.86,   21.54,   29.00,   -4.15,    0.33,    7.51
 55,   56, 11, 1,   16.93,    9.10,  -24.30,  -18.47,  -11.00,   -5.84,    0.25,    5.98
 78,   56, 12, 1,   16.65,    9.78,  -23.56,  -22.95,  -13.00,   -5.15,    0.28,    3.99
 92,   56, 13, 1,   16.19,   10.93,  -23.15,  -16.80,   -1.00,   -3.60,    0.34,    3.21
 23,   56, 14, 1,   16.31,    9.34,  -23.60,   30.05,   43.00,   -8.40,    0.57,   11.02
 66,   56, 15, 1,   17.37,   10.79,  -21.72,   36.51,   45.00,   -7.45,    0.27,    8.80
 46, 1456, 16, 1,   16.83,    8.49,  -25.01,  -12.85,  -11.00,   -5.63,    0.57,    5.21
 12, 1456, 17, 1,   15.77,    9.44,  -24.66,    2.73,    8.00,   -0.53,    0.08,    9.15
 42, 1456, 18, 1,   16.87,   10.06,  -23.77,   -8.08,    2.00,   -1.91,    0.06,    6.53
104, 1456, 19, 1,   16.70,   10.10,  -23.64,  -13.54,    9.00,   -3.40,    0.14,    5.17
109, 1456, 20, 1,   17.13,   10.69,  -22.97,    8.28,   42.00,   -5.35,    0.02,   14.31
 40,    0, 21, 1,   17.54,   11.24,  -22.93,   -6.65,   -5.70,   -4.20,    0.13,    9.61
 20,    0, 22, 1,   15.79,    8.59,  -24.91,   -9.50,   -5.70,   -0.22,    0.06,    4.13
