# VP07   2013-11-01_18-05-04
# Elapsed time of measurement: 411 s
# Visual calibration
# n,x,y,z,phi,std(phi)
0, 0.00, 0.00, 0.00, 0.00, 0.00


# Localization experiment
# mode: 0 => generic; 14/28/56/1456 => NFC-HOA with 14/28/56/14 loudspeakers
# trial_number, mode, source, n, x, y, z, phi, real_phi, delta, stdev, elapsed_time
 56,   14,  1, 1,   18.82,    4.05,  -24.90,   11.42,   12.00,   -4.23,    0.28,    3.79
110,   14,  2, 1,   18.50,    3.97,  -24.96,    4.30,    4.60,   -2.25,    0.12,    3.07
 42,   14,  3, 1,   17.97,    3.57,  -25.19,    9.73,    6.25,   -0.90,    0.67,    5.03
 97,   14,  4, 1,   18.75,    3.62,  -24.98,   10.13,   -4.99,   -3.86,    0.12,    3.33
 85,   14,  5, 1,   18.39,    3.52,  -25.15,    0.54,  -17.10,   -3.38,    0.43,    3.13
 96,   28,  6, 1,   18.54,    3.47,  -25.06,   11.48,   20.00,   -2.91,    0.17,    3.18
 86,   28,  7, 1,   18.15,    3.43,  -25.12,  -17.82,  -19.40,   -3.24,    0.14,    4.21
 38,   28,  8, 1,   17.86,    3.71,  -25.09,  -18.33,  -17.75,   -2.82,    0.05,    4.31
 81,   28,  9, 1,   18.14,    3.62,  -25.01,  -18.28,  -11.99,   -3.60,    0.22,    4.04
 60,   28, 10, 1,   18.63,    3.84,  -25.04,    5.12,    6.90,   -3.70,    0.16,    3.51
 11,   56, 11, 1,   18.11,    3.91,  -25.09,   -4.93,   -3.00,   -2.96,    0.17,    3.71
 68,   56, 12, 1,   18.12,    3.63,  -25.10,  -14.46,  -12.40,   -2.87,    0.19,    7.36
 73,   56, 13, 1,   18.30,    3.68,  -25.05,   -0.61,    9.25,   -2.79,    0.07,    3.40
 69,   56, 14, 1,   18.23,    3.74,  -25.05,   -9.56,   -5.99,   -3.27,    0.07,    3.22
 31,   56, 15, 1,   17.31,    3.36,  -25.09,  -23.31,  -17.10,   -0.04,    0.14,    4.10
 77, 1456, 16, 1,   18.06,    3.81,  -25.02,    8.62,   11.00,   -0.50,    0.29,    5.22
 35, 1456, 17, 1,   17.70,    3.56,  -25.13,  -15.70,  -15.40,   -1.51,    0.07,    2.18
