# VP11   2012-05-09_14-28-34
# Elapsed time of measurement: 570 s
# Visual calibration
# n,x,y,z,phi,std(phi)
1, 11.27, 8.18, -30.80, -4.51, 0.04


# Localization experiment
# mode: 0 => generic; 3/8/15 => WFS with 3/8/15 loudspeakers
# trial_number, mode, source, n, x, y, z, phi, real_phi, delta, stdev, elapsed_time
107,   3,  1, 1,   12.59,    8.41,  -30.51,    7.32,    0.00,   -3.39,    0.06,    3.34
 39,   3,  2, 1,   12.00,    8.20,  -30.57,   -3.92,   -4.76,   -0.82,    0.20,    4.09
 10,   3,  3, 1,   10.93,    8.07,  -30.68,  -13.13,   -9.46,    2.76,    0.21,    3.36
122,   3,  4, 1,   12.40,    7.15,  -30.75,  -17.94,  -14.04,   -0.38,    0.31,    5.55
116,   3,  5, 1,   12.57,    7.53,  -30.77,  -19.93,  -18.43,   -1.68,    0.08,    7.39
117,   3,  6, 1,   12.51,    7.08,  -30.76,  -28.28,  -22.62,   -0.57,    0.18,    4.69
 38,   3,  7, 1,   11.92,    7.36,  -30.68,  -38.58,  -26.57,   -0.06,    0.04,    5.34
 92,   3,  8, 1,   11.81,    7.35,  -30.76,  -34.99,  -30.26,    0.65,    0.21,    3.25
120,   8,  9, 1,   14.03,    8.44,  -30.16,   39.40,   35.00,   -7.69,    0.16,    4.40
 55,   8, 10, 1,   13.07,    8.30,  -30.32,   30.52,   30.24,   -5.84,    0.47,    4.04
 14,   8, 11, 1,   12.50,    8.83,  -30.33,   25.73,   25.54,   -3.16,    0.06,    3.35
 41,   8, 12, 1,   12.86,    8.96,  -30.18,   27.85,   20.96,   -3.90,    0.29,    3.44
 33,   8, 13, 1,   12.32,    8.49,  -30.38,   17.57,   16.57,   -2.74,    0.22,    2.90
 95,   8, 14, 1,   12.52,    8.55,  -30.42,    8.71,   12.38,   -2.83,    0.39,    2.89
 99,   8, 15, 1,   12.21,    8.30,  -30.52,    7.01,    8.43,   -1.25,    0.32,    4.32
 74,   8, 16, 1,   12.52,    8.38,  -30.53,    4.79,    4.74,   -3.16,    0.18,    3.18
123,  15, 17, 1,   13.33,    8.02,  -30.34,   22.34,   17.50,   -5.66,    0.18,    4.31
 87,  15, 18, 1,   12.81,    8.63,  -30.38,   14.64,   12.74,   -4.12,    0.49,    2.83
 77,  15, 19, 1,   12.60,    8.55,  -30.45,   10.99,    8.04,   -3.58,    0.41,    2.92
 32,  15, 20, 1,   11.84,    8.30,  -30.44,    7.76,    3.46,   -0.39,    0.10,    3.30
 44,  15, 21, 1,   11.53,    8.36,  -30.57,    0.37,   -0.93,    1.07,    0.97,    3.53
 82,  15, 22, 1,   12.10,    8.69,  -30.58,   -1.16,   -5.12,   -1.26,    0.20,    4.41
 59,  15, 23, 1,   11.96,    7.88,  -30.71,   -6.60,   -9.07,   -0.94,    0.48,    3.03
 90,  15, 24, 1,   11.79,    8.43,  -30.57,   -7.28,  -12.76,    0.26,    0.39,    3.88
 81,   0, 25, 1,   11.81,    8.49,  -30.57,   -3.29,   -5.70,    0.67,    0.14,    3.32
 24,   0, 26, 1,   11.73,    8.24,  -30.58,   -4.04,   -5.70,   -0.76,    0.35,    2.84
128,   3,  1, 1,   12.43,    7.96,  -30.62,    2.27,    0.00,   -1.15,    0.24,    4.82
 93,   3,  2, 1,   11.95,    8.40,  -30.61,   -2.40,   -4.76,   -0.36,    0.22,    3.92
105,   3,  3, 1,   11.71,    8.05,  -30.74,  -11.59,   -9.46,    1.06,    0.18,    3.18
102,   3,  4, 1,   11.57,    7.75,  -30.71,  -16.27,  -14.04,    2.08,    0.04,    3.33
 66,   3,  5, 1,   12.03,    7.46,  -30.71,  -21.23,  -18.43,    0.06,    0.39,    3.79
 30,   3,  6, 1,   11.43,    7.29,  -30.69,  -32.35,  -22.62,    1.63,    0.45,    5.56
 71,   3,  7, 1,   12.04,    7.46,  -30.75,  -37.11,  -26.57,   -0.91,    0.09,    3.23
 79,   3,  8, 1,   11.80,    7.40,  -30.71,  -37.68,  -30.26,    0.53,    0.18,    3.52
 57,   8,  9, 1,   13.46,    8.32,  -30.31,   36.96,   35.00,   -6.92,    0.23,    3.49
111,   8, 10, 1,   13.57,    8.44,  -30.26,   32.42,   30.24,   -6.56,    0.28,    4.11
 43,   8, 11, 1,   12.82,    8.89,  -30.15,   28.09,   25.54,   -3.66,    0.34,    3.09
 83,   8, 12, 1,   13.11,    8.63,  -30.24,   24.52,   20.96,   -5.11,    0.94,    3.10
 98,   8, 13, 1,   12.69,    8.51,  -30.36,   18.00,   16.57,   -3.09,    0.39,    4.69
101,   8, 14, 1,   12.72,    8.44,  -30.41,   13.06,   12.38,   -3.92,    0.32,    4.20
 91,   8, 15, 1,   12.73,    8.51,  -30.46,    7.68,    8.43,   -4.04,    0.48,    2.57
 15,   8, 16, 1,   11.78,    8.55,  -30.49,    5.86,    4.74,   -0.64,    0.30,    4.18
  7,  15, 17, 1,   12.27,    8.81,  -30.42,   18.01,   17.50,   -2.61,    0.08,    3.25
129,  15, 18, 1,   13.06,    8.14,  -30.48,   15.64,   12.74,   -4.50,    0.64,    3.48
 13,  15, 19, 1,   11.97,    9.01,  -30.34,   11.23,    8.04,   -0.71,    0.21,    3.78
115,  15, 20, 1,   12.90,    8.01,  -30.50,    8.74,    3.46,   -4.25,    0.16,    4.10
 19,  15, 21, 1,   12.01,    8.57,  -30.52,    4.00,   -0.93,   -1.31,    0.88,    8.08
 75,  15, 22, 1,   11.71,    8.56,  -30.55,   -2.12,   -5.12,    0.69,    0.20,    2.32
 34,  15, 23, 1,   11.66,    8.23,  -30.58,   -3.34,   -9.07,    0.23,    0.06,    3.33
 45,  15, 24, 1,   11.46,    7.94,  -30.66,   -9.99,  -12.76,    1.90,    0.22,    3.17
  6,   0, 25, 1,   11.01,    8.38,  -30.65,   -6.68,   -5.70,    1.89,    0.32,    4.20
 47,   0, 26, 1,   11.59,    8.23,  -30.53,   -1.54,   -5.70,    1.12,    0.22,    3.01
  3,   3,  1, 1,   11.22,    8.31,  -30.58,    1.15,    0.00,    1.35,    0.32,    3.84
 88,   3,  2, 1,   11.91,    8.35,  -30.54,   -4.57,   -4.76,    0.20,    0.26,    3.15
