# VP02   2012-05-07_12-48-29
# Elapsed time of measurement: 484 s
# Visual calibration
# n,x,y,z,phi,std(phi)
1, 27.76, 17.07, -74.92, 0.23, 0.07


# Localization experiment
# mode: 0 => generic; 3/8/15 => WFS with 3/8/15 loudspeakers
# trial_number, mode, source, n, x, y, z, phi, real_phi, delta, stdev, elapsed_time
 69,   3,  1, 1,   28.83,   14.30,  -74.60,   -3.56,    0.00,   -1.64,    0.13,    1.79
 53,   3,  2, 1,   28.40,   13.50,  -74.68,  -13.42,   -4.76,   -3.00,    0.15,    3.69
104,   3,  3, 1,   27.92,   13.82,  -74.48,  -19.86,   -9.46,   -3.15,    0.13,    2.64
 65,   3,  4, 1,   27.49,   12.65,  -74.63,  -30.42,  -14.04,   -4.93,    0.05,    3.36
 61,   3,  5, 1,   27.21,   12.84,  -74.56,  -36.53,  -18.43,   -6.37,    0.16,    2.50
 29,   3,  6, 1,   26.23,   11.69,  -74.64,  -42.47,  -22.62,   -5.52,    0.13,    3.06
 57,   3,  7, 1,   26.77,   11.94,  -74.47,  -41.51,  -26.57,   -7.07,    0.10,    1.75
124,   3,  8, 1,   25.89,    9.88,  -74.31,  -47.88,  -30.26,   -6.02,    0.16,    2.53
 58,   8,  9, 1,   31.75,   14.41,  -74.24,   37.42,   35.00,   -0.31,    0.33,    2.85
 10,   8, 10, 1,   30.75,   17.08,  -74.31,   26.42,   30.24,    0.91,    0.26,    3.70
 78,   8, 11, 1,   31.42,   16.17,  -74.16,   24.56,   25.54,   -0.53,    0.31,    2.71
116,   8, 12, 1,   31.49,   15.09,  -74.08,   17.56,   20.96,   -1.48,    0.13,    4.08
 59,   8, 13, 1,   29.55,   15.00,  -74.57,   10.50,   16.57,    0.36,    0.16,    2.51
106,   8, 14, 1,   29.96,   15.41,  -74.07,    7.04,   12.38,   -1.20,    0.30,    2.46
 89,   8, 15, 1,   28.55,   15.04,  -74.41,   -2.01,    8.43,   -0.78,    0.10,    3.22
 51,   8, 16, 1,   28.79,   14.81,  -74.49,   -3.80,    4.74,   -1.99,    0.07,    4.31
 12,  15, 17, 1,   29.79,   14.89,  -74.61,   15.20,   17.50,   -0.70,    0.13,    3.76
 91,  15, 18, 1,   28.96,   15.21,  -74.44,    8.41,   12.74,    0.51,    0.28,    2.26
100,  15, 19, 1,   30.18,   14.80,  -74.39,    7.05,    8.04,   -2.01,    0.27,    2.37
 46,  15, 20, 1,   28.64,   13.43,  -74.73,   -2.77,    3.46,   -1.52,    0.20,    2.61
 48,  15, 21, 1,   28.10,   14.50,  -74.57,  -14.28,   -0.93,   -3.27,    0.03,    2.35
 25,  15, 22, 1,   27.14,   14.71,  -74.69,  -15.71,   -5.12,   -1.88,    0.14,    4.90
  7,  15, 23, 1,   27.13,   14.59,  -74.78,  -20.28,   -9.07,   -2.73,    0.15,    2.75
 14,  15, 24, 1,   27.39,   14.48,  -74.68,  -19.59,  -12.76,   -3.14,    0.15,    3.43
  1,   0, 25, 1,   27.36,   13.49,  -74.97,  -15.34,   -5.70,   -1.77,    0.09,    5.17
130,   0, 26, 1,   28.36,   13.53,  -74.43,  -11.06,   -5.70,   -2.61,    0.15,    2.96
117,   3,  1, 1,   28.92,   14.29,  -74.53,   -4.89,    0.00,   -1.56,    0.14,    2.02
 97,   3,  2, 1,   27.35,   12.90,  -74.55,  -12.86,   -4.76,   -1.22,    0.17,    3.72
 75,   3,  3, 1,   27.90,   13.16,  -74.66,  -21.77,   -9.46,   -3.57,    0.14,    2.95
 87,   3,  4, 1,   26.87,   12.69,  -74.57,  -27.82,  -14.04,   -2.98,    0.11,    2.31
 23,   3,  5, 1,   27.45,   13.49,  -74.67,  -28.41,  -18.43,   -4.84,    0.10,    1.62
 31,   3,  6, 1,   25.97,   11.98,  -74.45,  -43.16,  -22.62,   -5.63,    0.08,    3.80
  5,   3,  7, 1,   25.60,   11.48,  -74.67,  -43.09,  -26.57,   -4.62,    0.10,    4.99
114,   3,  8, 1,   26.47,   10.64,  -74.22,  -48.18,  -30.26,   -7.60,    0.14,    2.94
121,   8,  9, 1,   32.95,   13.46,  -74.20,   34.92,   35.00,   -1.68,    0.26,    2.50
 39,   8, 10, 1,   31.26,   14.55,  -74.73,   28.37,   30.24,   -0.73,    0.36,    3.02
120,   8, 11, 1,   30.86,   14.88,  -74.13,   16.33,   25.54,   -0.74,    0.32,    2.68
 55,   8, 12, 1,   30.51,   15.18,  -74.32,   20.61,   20.96,   -0.27,    0.26,    2.19
 15,   8, 13, 1,   30.05,   16.32,  -74.37,   14.70,   16.57,   -0.55,    0.30,    2.98
 49,   8, 14, 1,   28.92,   14.27,  -74.69,    0.49,   12.38,   -1.34,    0.34,    3.36
 33,   8, 15, 1,   27.98,   14.83,  -74.69,   -4.07,    8.43,   -0.97,    0.13,    3.17
  9,   8, 16, 1,   28.76,   16.29,  -74.46,   -2.90,    4.74,   -2.31,    0.12,    2.92
 62,  15, 17, 1,   28.98,   14.36,  -74.43,   18.15,   17.50,    1.10,    0.11,    2.69
126,  15, 18, 1,   30.12,   14.55,  -74.11,    9.90,   12.74,   -1.08,    0.21,    4.19
 64,  15, 19, 1,   29.50,   14.63,  -74.53,    8.90,    8.04,   -1.03,    0.35,    2.19
  4,  15, 20, 1,   27.62,   14.23,  -74.95,   -4.10,    3.46,    0.03,    0.23,    3.11
 94,  15, 21, 1,   28.23,   14.27,  -74.44,  -11.65,   -0.93,   -2.85,    0.13,    3.02
 41,  15, 22, 1,   28.01,   14.13,  -74.75,  -12.97,   -5.12,   -2.15,    0.16,    2.99
 93,  15, 23, 1,   27.17,   14.05,  -74.35,  -19.76,   -9.07,   -3.00,    0.17,    4.87
 18,  15, 24, 1,   26.64,   14.10,  -74.64,  -23.28,  -12.76,   -2.73,    0.06,    5.21
  3,   0, 25, 1,   27.57,   13.73,  -74.88,  -13.94,   -5.70,   -1.42,    0.23,    2.73
 79,   0, 26, 1,   28.73,   15.32,  -74.37,   -5.95,   -5.70,   -1.95,    0.05,    3.26
 52,   3,  1, 1,   28.71,   12.48,  -74.91,   -3.96,    0.00,   -1.74,    0.19,    2.10
105,   3,  2, 1,   28.36,   14.44,  -74.43,  -11.21,   -4.76,   -2.17,    0.09,    2.17
 43,   3,  3, 1,   27.43,   13.23,  -74.75,  -22.21,   -9.46,   -2.83,    0.14,    2.04
 21,   3,  4, 1,   27.72,   13.00,  -74.87,  -29.01,  -14.04,   -4.21,    0.15,    2.82
 44,   3,  5, 1,   26.95,   12.91,  -74.49,  -34.00,  -18.43,   -5.80,    0.16,    2.14
 83,   3,  6, 1,   26.41,   11.65,  -74.53,  -37.45,  -22.62,   -4.83,    0.19,    3.00
 96,   3,  7, 1,   26.30,   11.04,  -74.36,  -45.22,  -26.57,   -6.69,    0.09,    2.90
 22,   3,  8, 1,   25.83,   12.07,  -74.47,  -45.01,  -30.26,   -6.07,    0.23,    3.68
 80,   8,  9, 1,   31.89,   15.27,  -74.13,   33.06,   35.00,   -0.09,    0.17,    4.01
