# VP06   2012-05-08_15-07-20
# Elapsed time of measurement: 381 s
# Visual calibration
# n,x,y,z,phi,std(phi)
1, 10.51, 3.78, -25.59, -0.23, 0.10


# Localization experiment
# mode: 0 => generic; 3/8/15 => WFS with 3/8/15 loudspeakers
# trial_number, mode, source, n, x, y, z, phi, real_phi, delta, stdev, elapsed_time
 98,   3,  1, 1,    9.86,    4.02,  -25.34,    7.39,    0.00,   -1.49,    0.20,    1.84
 93,   3,  2, 1,    9.76,    3.95,  -25.34,    0.42,   -4.76,   -0.62,    0.16,    1.69
 87,   3,  3, 1,    9.64,    3.74,  -25.35,   -2.06,   -9.46,    0.23,    0.13,    2.37
121,   3,  4, 1,    9.58,    3.75,  -25.36,   -0.47,  -14.04,    0.31,    0.29,    1.94
 62,   3,  5, 1,    9.57,    3.33,  -25.40,   -6.95,  -18.43,    0.63,    0.22,    2.55
 95,   3,  6, 1,    9.90,    2.89,  -25.34,  -23.30,  -22.62,   -0.37,    0.11,    3.05
  1,   3,  7, 1,   10.57,    2.46,  -25.50,  -28.47,  -26.57,    1.40,    0.10,    3.01
 67,   3,  8, 1,   10.03,    2.69,  -25.33,  -31.96,  -30.26,   -1.15,    0.18,    3.85
  3,   8,  9, 1,   11.47,    5.04,  -25.29,   27.02,   35.00,   -5.35,    0.61,    2.55
 50,   8, 10, 1,   12.84,    3.99,  -25.09,   43.07,   30.24,  -15.21,    0.22,    3.90
 56,   8, 11, 1,   10.90,    4.67,  -25.01,   40.28,   25.54,   -8.65,    0.28,    2.97
126,   8, 12, 1,   10.79,    4.87,  -25.00,   41.93,   20.96,   -8.13,    0.61,    2.76
 66,   8, 13, 1,   10.28,    4.87,  -25.05,   31.20,   16.57,   -4.25,    0.06,    2.29
106,   8, 14, 1,    9.88,    4.53,  -25.19,   20.69,   12.38,   -1.81,    0.22,    1.83
 59,   8, 15, 1,   10.03,    4.49,  -25.16,   21.86,    8.43,   -2.89,    0.16,    2.49
127,   8, 16, 1,    9.90,    4.41,  -25.18,   17.86,    4.74,   -2.12,    0.20,    2.63
 19,  15, 17, 1,   11.59,    4.87,  -25.25,   29.98,   17.50,   -6.02,    0.27,    2.67
 14,  15, 18, 1,   11.22,    5.14,  -25.29,   23.40,   12.74,   -3.04,    0.29,    3.12
 43,  15, 19, 1,   11.02,    4.60,  -25.30,   18.64,    8.04,   -2.62,    0.14,    2.44
128,  15, 20, 1,   10.09,    4.20,  -25.24,   15.72,    3.46,   -3.20,    0.08,    2.74
114,  15, 21, 1,   10.14,    4.05,  -25.35,    4.47,   -0.93,   -2.61,    0.16,    2.13
 94,  15, 22, 1,    9.83,    4.19,  -25.33,    7.30,   -5.12,   -1.51,    0.27,    2.64
 82,  15, 23, 1,    9.79,    3.74,  -25.38,   -2.48,   -9.07,   -0.65,    0.09,    2.22
